IdSensore,NomeTipoSensore,UnitaMisura,Idstazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,DataStop,Utm_Nord,UTM_Est,lat,lng,location
5597,Biossido di Azoto,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,14/09/1996,30/07/2018,5062715,553620,45.715912469852206,9.688958745309764,"(45.715912469852206, 9.688958745309764)"
9855,Ossidi di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,29/07/2005,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)"
5604,Biossido di Azoto,µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,13/01/2000,01/01/2017,5020391,535459,45.33613100905199,9.45255388178171,"(45.33613100905199, 9.45255388178171)"
5814,Monossido di Carbonio,mg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,20/01/1999,,5043898,488082,45.54851735741946,8.847321929216262,"(45.54851735741946, 8.847321929216262)"
5638,Biossido di Zolfo,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,S,18/10/1982,04/05/1999,5041100,503483,45.523425662003476,9.044599871111005,"(45.523425662003476, 9.044599871111005)"
6690,Ossidi di Azoto,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,01/06/2002,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
9971,Monossido di Carbonio,mg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,16/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)"
5749,Ozono,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,09/05/1991,,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)"
5557,Biossido di Azoto,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,28/03/1997,,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)"
5625,Biossido di Zolfo,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,12/01/1968,18/07/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)"
10454,Ozono,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,03/08/2009,,5016706,538829,45.302783503095775,9.495273696926324,"(45.302783503095775, 9.495273696926324)"
5851,Monossido di Carbonio,mg/m³,559,Somma Lombardo v.Facchinetti,210,VA,Somma Lombardo,S,20/03/2000,04/01/2012,5055150,477613,45.649537127292405,8.71269145828479,"(45.649537127292405, 8.71269145828479)"
6733,Monossido di Carbonio,mg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,07/03/2002,04/01/2012,4981380,500562,44.98586313155348,9.007128842722402,"(44.98586313155348, 9.007128842722402)"
10070,Biossido di Zolfo,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,01/01/2007,,4994371,492461,45.10276627684137,8.90417452771467,"(45.10276627684137, 8.90417452771467)"
10291,Ammoniaca,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,S,17/03/2007,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
5563,Biossido di Azoto,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,07/08/2003,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
10474,Benzene,µg/m³,1267,Turano Lodigiano v. Gramsci,65,LO,Turano Lodigiano,S,01/01/2010,31/03/2017,5010942,548751,45.25028308918456,9.62125819274314,"(45.25028308918456, 9.62125819274314)"
9833,Benzene,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,16/05/2005,,5001351,640031,45.151743379576594,10.78140770009565,"(45.151743379576594, 10.78140770009565)"
12028,PM10 (SM2005),µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,04/02/2011,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
6358,Ossidi di Azoto,µg/m³,538,Settimo Milanese v. Della Libertà,132,MI,Settimo Milanese,S,27/05/1992,30/07/2018,5036306,504444,45.480268785554635,9.056862031759728,"(45.480268785554635, 9.056862031759728)"
5646,Biossido di Zolfo,µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,N,08/03/1982,,5041480,479423,45.52655086994247,8.736496578379215,"(45.52655086994247, 8.736496578379215)"
5672,Biossido di Zolfo,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,26/07/1993,03/06/2003,5075429,585212,45.82715793876258,10.09706172418631,"(45.82715793876258, 10.09706172418631)"
5653,Biossido di Zolfo,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,25/05/1991,03/01/2012,5050810,488313,45.610736040012604,8.850115752092071,"(45.610736040012604, 8.850115752092071)"
6411,Monossido di Carbonio,mg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,12/12/1997,,4998110,579872,45.13194691285173,10.015741513336042,"(45.13194691285173, 10.015741513336042)"
6611,Particolato Totale Sospeso,µg/m³,595,Filago v.Don Milani,190,BG,Filago,S,07/12/1991,13/10/2004,5053519,543342,45.63386450908066,9.556084255790864,"(45.63386450908066, 9.556084255790864)"
6807,Biossido di Zolfo,µg/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,S,01/01/1999,13/11/2009,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)"
5545,Biossido di Azoto,µg/m³,542,Meda v. Gagarin,222,MB,Meda,N,01/11/1995,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)"
12665,Benzo(a)pirene,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,15/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
20490,Monossido di Azoto,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,,,5040227,598141,45.5086667998462,10.256370247433845,"(45.5086667998462, 10.256370247433845)"
10278,Ossidi di Azoto,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,16/06/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)"
6952,PM10 (SM2005),µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,23/06/2000,,5055826,593900,45.64962671224069,10.205090218837002,"(45.64962671224069, 10.205090218837002)"
5707,Ozono,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,20/01/1999,,5043898,488082,45.54851735741946,8.847321929216262,"(45.54851735741946, 8.847321929216262)"
10002,Monossido di Carbonio,mg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,22/04/2006,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)"
5722,Ozono,µg/m³,547,Milano Parco Lambro,123,MI,Milano,S,03/05/1995,01/01/2018,5038480,519323,45.499583690483405,9.247326889507654,"(45.499583690483405, 9.247326889507654)"
6879,Monossido di Carbonio,mg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,11/06/2004,,5001351,640031,45.151743379576594,10.78140770009565,"(45.151743379576594, 10.78140770009565)"
6366,Ossidi di Azoto,µg/m³,528,Milano Verziere,116,MI,Milano,N,24/11/1988,,5034443,515270,45.463346740666545,9.195324807668857,"(45.463346740666545, 9.195324807668857)"
6248,Ossidi di Azoto,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,01/01/1991,,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)"
5532,Biossido di Azoto,µg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,N,24/11/1988,,5044335,517778,45.55232578741208,9.227764233272634,"(45.55232578741208, 9.227764233272634)"
5696,Biossido di Zolfo,µg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,S,13/01/2000,15/12/2015,5027003,522127,45.39619462552717,9.282700075557845,"(45.39619462552717, 9.282700075557845)"
10129,Ossidi di Azoto,µg/m³,700,Melara v. dell'Artigianato,12,RO,Melara,S,29/11/2006,,4992347,673928,45.063214361613305,11.20921074969938,"(45.063214361613305, 11.20921074969938)"
12694,Benzo(a)pirene,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,02/04/2008,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
12675,Cadmio,ng/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,01/04/2008,,5113073,567873,46.167852440665115,9.879209924469903,"(46.167852440665115, 9.879209924469903)"
6641,Particolato Totale Sospeso,µg/m³,501,Milano v.Marche,129,MI,Milano,S,22/01/1976,01/04/1996,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)"
30129,Ammoniaca,µg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,09/07/2013,27/03/2014,4998295,608506,45.12979322367744,10.379831668522419,"(45.12979322367744, 10.379831668522419)"
6719,Monossido di Carbonio,mg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,24/01/2004,19/09/2013,5019220,489053,45.326401500542325,8.860310253579987,"(45.326401500542325, 8.860310253579987)"
20496,PM10 (SM2005),µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,,,5043948,594556,45.542647891822845,10.211205215118259,"(45.542647891822845, 10.211205215118259)"
9915,Particelle sospese PM2.5,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,28/11/2005,30/07/2018,5059449,555672,45.68635606439914,9.714947917631529,"(45.68635606439914, 9.714947917631529)"
5840,Monossido di Carbonio,mg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,23/12/1994,01/07/2011,5051330,528723,45.614920870442226,9.368396161785157,"(45.614920870442226, 9.368396161785157)"
5961,Biossido di Azoto,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,02/11/1999,03/04/2007,5024212,553035,45.369413822391465,9.677268708195667,"(45.369413822391465, 9.677268708195667)"
6320,Ossidi di Azoto,µg/m³,539,Milano v.Liguria,115,MI,Milano,N,24/10/1991,,5032273,513134,45.443857653564926,9.167944501742676,"(45.443857653564926, 9.167944501742676)"
6686,Biossido di Zolfo,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,01/06/2002,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
12016,Ossidi di Azoto,µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,08/02/2011,,5000087,573153,45.150468869856816,9.930596472272326,"(45.150468869856816, 9.930596472272326)"
10483,PM10 (SM2005),µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,03/08/2009,,5016706,538829,45.302783503095775,9.495273696926324,"(45.302783503095775, 9.495273696926324)"
30160,Biossido di Azoto,µg/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,N,13/12/2013,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)"
5601,Biossido di Azoto,µg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,24/01/2002,,4992297,555154,45.081986696978625,9.70078817718398,"(45.081986696978625, 9.70078817718398)"
5697,Biossido di Zolfo,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,13/01/2000,13/04/2006,5026365,538310,45.389753164229845,9.489402571088535,"(45.389753164229845, 9.489402571088535)"
6200,Ossidi di Azoto,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,04/07/1990,26/05/2013,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)"
5679,Biossido di Zolfo,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,17/02/1991,05/06/2002,5059472,514067,45.68865731381679,9.180657768638271,"(45.68865731381679, 9.180657768638271)"
5815,Monossido di Carbonio,mg/m³,536,Arese v. Matteotti,157,MI,Arese,S,15/10/1991,22/07/2011,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)"
10077,PM10 (SM2005),µg/m³,694,Salionze v. Campagna Rossa,109,VR,Salionze,S,29/11/2006,,5029205,635124,45.40331375821289,10.72659797077939,"(45.40331375821289, 10.72659797077939)"
5567,Biossido di Azoto,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,13/06/2009,,5072803,517232,45.808573806922965,9.221779204488435,"(45.808573806922965, 9.221779204488435)"
5716,Ozono,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,17/01/1995,01/01/2018,5049330,509823,45.597443498230305,9.125948942472387,"(45.597443498230305, 9.125948942472387)"
5674,Biossido di Zolfo,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,S,09/08/1990,12/09/2011,5063058,581311,45.71629992411727,10.044765999368437,"(45.71629992411727, 10.044765999368437)"
6582,Ozono,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,17/02/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)"
6372,Ossidi di Azoto,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,18/09/1980,30/07/2018,5035847,511082,45.47606340509791,9.141786267186658,"(45.47606340509791, 9.141786267186658)"
10491,PM10 (SM2005),µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,31/03/2009,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
5565,Biossido di Azoto,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,17/02/1991,01/03/2015,5059472,514067,45.68865731381679,9.180657768638271,"(45.68865731381679, 9.180657768638271)"
6959,PM10 (SM2005),µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,01/01/1999,,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)"
5619,Biossido di Zolfo,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,26/10/1994,,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)"
5620,Biossido di Zolfo,µg/m³,525,Corsico v.le Italia,119,MI,Corsico,S,06/06/1983,04/11/2006,5031403,507619,45.43610851009912,9.097410841871474,"(45.43610851009912, 9.097410841871474)"
10131,Biossido di Azoto,µg/m³,700,Melara v. dell'Artigianato,12,RO,Melara,S,28/11/2006,,4992347,673928,45.063214361613305,11.20921074969938,"(45.063214361613305, 11.20921074969938)"
20155,PM10 (SM2005),µg/m³,690,Mezzana Bigli loc. Casoni,73,PV,Mezzana Bigli,N,20/11/2013,,4990697,489679,45.069658641385914,8.86888929943922,"(45.069658641385914, 8.86888929943922)"
10463,Ozono,µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,03/08/2009,,5009105,552297,45.23349364130374,9.666250375296032,"(45.23349364130374, 9.666250375296032)"
5787,Monossido di Carbonio,mg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,01/12/1994,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)"
10079,Biossido di Azoto,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,20/12/2006,,5030184,631718,45.41277169168634,10.683357343786835,"(45.41277169168634, 10.683357343786835)"
5712,Ozono,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,24/02/2001,01/01/2018,5043030,538012,45.539768856661,9.486885367436152,"(45.539768856661, 9.486885367436152)"
9976,PM10 (SM2005),µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,11/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)"
5819,Monossido di Carbonio,mg/m³,544,Cormano v. Edison,153,MI,Cormano,S,29/10/1994,31/12/2011,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)"
9882,Ozono,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,21/10/2005,,5047450,521343,45.58026348442243,9.273573092713274,"(45.58026348442243, 9.273573092713274)"
10185,PM10 (SM2005),µg/m³,704,Sermide e Felonica v. Dalla Chiesa,11,MN,Sermide e Felonica,S,01/01/2007,01/01/2017,4986023,680789,45.004613731114105,11.294014707706845,"(45.004613731114105, 11.294014707706845)"
5958,Biossido di Azoto,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,01/11/1992,,5023885,555127,45.366309078194334,9.703945513613167,"(45.366309078194334, 9.703945513613167)"
6640,Particolato Totale Sospeso,µg/m³,531,Pioltello Limito,114,MI,Pioltello,S,05/06/1989,20/02/1998,5036730,525583,45.48363035323249,9.327360033215145,"(45.48363035323249, 9.327360033215145)"
5610,Biossido di Azoto,µg/m³,607,Abbadia Cerreto v. Fanfulla,64,LO,Abbadia Cerreto,N,13/01/2000,,5017500,545920,45.309502269282255,9.585790416120414,"(45.309502269282255, 9.585790416120414)"
10119,Biossido di Azoto,µg/m³,699,Magnacavallo campo sportivo,11,MN,Magnacavallo,S,29/11/2006,,4985830,671675,45.00514152134826,11.178388087213916,"(45.00514152134826, 11.178388087213916)"
10433,Biossido di Zolfo,µg/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,S,04/01/2009,04/01/2012,5113073,567873,46.167852440665115,9.879209924469903,"(46.167852440665115, 9.879209924469903)"
5512,Biossido di Azoto,µg/m³,509,Rivolta d'Adda v.Beccaria,101,CR,Rivolta d'Adda,S,01/01/1991,01/01/2018,5035130,539972,45.46855301694732,9.511345333837518,"(45.46855301694732, 9.511345333837518)"
6936,PM10 (SM2005),µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,24/05/2000,,5052072,547691,45.62055567939559,9.611737821812373,"(45.62055567939559, 9.611737821812373)"
6236,Ossidi di Azoto,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,09/01/1992,30/07/2018,5066055,503313,45.74804440954574,9.042592844183936,"(45.74804440954574, 9.042592844183936)"
5690,Biossido di Zolfo,µg/m³,603,Castiraga Vidardo v.Craxi,74,LO,Castiraga Vidardo,S,13/01/2000,11/04/2008,5012170,531404,45.26232519992153,9.400281323067924,"(45.26232519992153, 9.400281323067924)"
30165,Ozono,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,13/12/2013,,5040636,593101,45.513038818653754,10.19194188877931,"(45.513038818653754, 10.19194188877931)"
6730,Biossido di Azoto,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,07/03/2002,16/10/2012,4981380,500562,44.98586313155348,9.007128842722402,"(44.98586313155348, 9.007128842722402)"
5962,Biossido di Zolfo,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,01/11/1992,02/10/2003,5024212,553035,45.369413822391465,9.677268708195667,"(45.369413822391465, 9.677268708195667)"
5811,Monossido di Carbonio,mg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,25/02/2002,,4992297,555154,45.081986696978625,9.70078817718398,"(45.081986696978625, 9.70078817718398)"
6649,Particolato Totale Sospeso,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,27/02/1990,24/07/2008,5050610,523948,45.608621349658364,9.307118451572562,"(45.608621349658364, 9.307118451572562)"
10004,Ossidi di Azoto,µg/m³,684,Truccazzano via Fornasino,105,MI,Truccazzano,S,17/02/2006,01/01/2018,5036889,536835,45.48455813667995,9.471348388974729,"(45.48455813667995, 9.471348388974729)"
5600,Biossido di Azoto,µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,13/04/2000,01/01/2017,5056421,548190,45.65966391792855,9.618568761257565,"(45.65966391792855, 9.618568761257565)"
10280,Biossido di Zolfo,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,16/06/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)"
9772,Benzene,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,23/04/2005,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)"
5822,Monossido di Carbonio,mg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,19/01/1990,27/07/2011,5049180,493668,45.596133932132915,8.91881399306327,"(45.596133932132915, 8.91881399306327)"
6675,Particolato Totale Sospeso,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,27/10/1993,02/10/2002,5129768,530454,46.320803497826546,9.395590913257395,"(46.320803497826546, 9.395590913257395)"
10346,Particelle sospese PM2.5,µg/m³,707,Mortara v. Trento,108,PV,Mortara,S,01/12/2007,,5011280,479925,45.254728720788826,8.74415437971093,"(45.254728720788826, 8.74415437971093)"
5854,Monossido di Carbonio,mg/m³,552,Varese v.Vidoletti,425,VA,Varese,S,23/12/1991,04/01/2012,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)"
10286,Biossido di Azoto,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,27/06/2007,,5078987,531045,45.86374884127965,9.399950344681852,"(45.86374884127965, 9.399950344681852)"
6198,Ossidi di Azoto,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,07/06/1991,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)"
10165,Ossidi di Azoto,µg/m³,703,Schivenoglia v. Malpasso,NULL,MN,Schivenoglia,N,29/11/2006,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)"
6642,Particolato Totale Sospeso,µg/m³,542,Meda v. Gagarin,222,MB,Meda,S,01/11/1995,04/02/1998,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)"
6705,Monossido di Carbonio,mg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,03/03/2002,,5003660,511522,45.18632908049483,9.146666041286784,"(45.18632908049483, 9.146666041286784)"
5791,Monossido di Carbonio,mg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,29/11/1994,12/09/2011,5048846,547278,45.591548429500484,9.606127731575759,"(45.591548429500484, 9.606127731575759)"
5959,Biossido di Zolfo,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,01/11/1992,,5023885,555127,45.366309078194334,9.703945513613167,"(45.366309078194334, 9.703945513613167)"
5676,Biossido di Zolfo,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,17/02/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)"
6425,Monossido di Carbonio,mg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,19/05/1996,04/01/2012,4998295,608506,45.12979322367744,10.379831668522419,"(45.12979322367744, 10.379831668522419)"
17082,Benzo(a)pirene,ng/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,22/04/2008,30/12/2011,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
6921,PM10 (SM2005),µg/m³,564,Erba v. Battisti,279,CO,Erba,N,13/06/2009,,5072803,517232,45.808573806922965,9.221779204488435,"(45.808573806922965, 9.221779204488435)"
6059,Benzene,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,02/04/2001,19/02/2002,5051253,539618,45.61369175877737,9.50812248390592,"(45.61369175877737, 9.50812248390592)"
12614,Arsenico,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,19/02/2008,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)"
6860,Biossido di Zolfo,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,S,05/08/1992,17/09/2003,5041110,604367,45.51570829484459,10.336240422996532,"(45.51570829484459, 10.336240422996532)"
10349,Particelle sospese PM2.5,µg/m³,527,Castano Primo v. Olimpiadi,175,MI,Castano Primo,S,03/03/2007,01/01/2017,5043625,482522,45.54594268367404,8.776104584370271,"(45.54594268367404, 8.776104584370271)"
5507,Biossido di Azoto,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,N,18/12/1980,,5042386,518435,45.53476576509224,9.236107923411636,"(45.53476576509224, 9.236107923411636)"
12693,Piombo,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,01/04/2008,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
12610,Piombo,ng/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,15/04/2008,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)"
20427,Biossido di Zolfo,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,20/12/2017,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)"
5708,Ozono,µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,03/10/1995,01/01/2018,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)"
5603,Biossido di Azoto,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,30/12/1999,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)"
12671,Benzo(a)pirene,ng/m³,703,Schivenoglia v. Malpasso,NULL,MN,Schivenoglia,N,22/02/2008,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)"
10336,Particolato Totale Sospeso,µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,S,07/08/2007,,5016690,487833,45.303607869655714,8.844804609965438,"(45.303607869655714, 8.844804609965438)"
10108,Biossido di Azoto,µg/m³,698,Ceneselli v. Moro,13,RO,Ceneselli,S,28/11/2006,01/01/2017,4987161,686934,45.01325676849334,11.372344948058235,"(45.01325676849334, 11.372344948058235)"
6398,Ossidi di Azoto,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,28/03/1997,,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)"
5837,Monossido di Carbonio,mg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,22/02/2001,01/01/2017,5051253,539618,45.61369175877737,9.50812248390592,"(45.61369175877737, 9.50812248390592)"
6276,Ossidi di Azoto,µg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,N,13/01/2000,,5027003,522127,45.39619462552717,9.282700075557845,"(45.39619462552717, 9.282700075557845)"
6423,Ossidi di Azoto,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,01/01/2002,03/04/2007,5024212,553035,45.369413822391465,9.677268708195667,"(45.369413822391465, 9.677268708195667)"
6300,Ossidi di Azoto,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,24/10/1994,,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)"
6304,Ossidi di Azoto,µg/m³,532,Cuggiono v. Languria,156,MI,Cuggiono,S,01/01/1990,01/01/2017,5038680,484723,45.5014842949991,8.804453762398397,"(45.5014842949991, 8.804453762398397)"
9984,Particelle sospese PM2.5,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,06/06/2006,,5040636,593101,45.513038818653754,10.19194188877931,"(45.513038818653754, 10.19194188877931)"
6360,Ossidi di Azoto,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,22/02/2001,01/01/2017,5051253,539618,45.61369175877737,9.50812248390592,"(45.61369175877737, 9.50812248390592)"
5797,Monossido di Carbonio,mg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,04/10/1993,,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)"
