IdSensore,NomeTipoSensore,UnitaMisura,Idstazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,DataStop,Utm_Nord,UTM_Est,lat,lng,location
5742,Ozono,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,24/05/2003,,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)"
9969,Biossido di Azoto,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,15/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)"
6820,Particolato Totale Sospeso,µg/m³,656,Gambara v.Parma,47,BS,Gambara,S,16/02/1990,10/08/2004,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)"
12629,Benzo(a)pirene,ng/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,02/04/2008,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)"
9831,PM10 (SM2005),µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,30/12/2004,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)"
5788,Monossido di Carbonio,mg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,04/07/1990,12/09/2011,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)"
9739,PM10 (SM2005),µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,09/04/2005,,5000892,554872,45.15937280234111,9.69814824935254,"(45.15937280234111, 9.69814824935254)"
10117,Ossidi di Azoto,µg/m³,699,Magnacavallo campo sportivo,11,MN,Magnacavallo,S,29/11/2006,,4985830,671675,45.00514152134826,11.178388087213916,"(45.00514152134826, 11.178388087213916)"
6617,Particolato Totale Sospeso,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,08/11/1989,03/01/2003,5073819,567412,45.81463898053286,9.867700614310943,"(45.81463898053286, 9.867700614310943)"
5824,Monossido di Carbonio,mg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,23/11/1994,01/07/2011,5049330,509823,45.597443498230305,9.125948942472387,"(45.597443498230305, 9.125948942472387)"
12623,Benzo(a)pirene,ng/m³,542,Meda v. Gagarin,222,MB,Meda,N,18/04/2008,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)"
9857,Biossido di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,28/07/2005,,4982900,500665,44.99954598914026,9.008437381815693,"(44.99954598914026, 9.008437381815693)"
5710,Ozono,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,03/11/1994,,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)"
5556,Biossido di Azoto,µg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,23/06/1993,03/12/2003,5052270,502902,45.62396968592561,9.037226525673523,"(45.62396968592561, 9.037226525673523)"
5844,Monossido di Carbonio,mg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,13/01/1999,,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)"
5533,Biossido di Azoto,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,13/02/1990,30/07/2018,5046977,527628,45.57578475922807,9.354105650819204,"(45.57578475922807, 9.354105650819204)"
6891,Ozono,µg/m³,667,Marmirolo Bosco Fontana,22,MN,Marmirolo,S,01/01/2003,01/01/2018,5007554,636848,45.20817903938493,10.74263625117323,"(45.20817903938493, 10.74263625117323)"
6869,Benzene,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,06/06/2002,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
30162,Ossidi di Azoto,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,22/01/2013,,5040636,593101,45.513038818653754,10.19194188877931,"(45.513038818653754, 10.19194188877931)"
9897,Biossido di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,10/11/2005,,5038450,543458,45.49822713394494,9.556232262351761,"(45.49822713394494, 9.556232262351761)"
10017,Ossidi di Azoto,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)"
6306,Ossidi di Azoto,µg/m³,518,Galliate strada del Piaggio,153,NO,Galliate,S,07/12/1992,01/01/2017,5034980,479423,45.46804407930967,8.73676932023362,"(45.46804407930967, 8.73676932023362)"
6278,Ossidi di Azoto,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,13/01/2000,13/04/2006,5026365,538310,45.389753164229845,9.489402571088535,"(45.389753164229845, 9.489402571088535)"
10043,PM10 (SM2005),µg/m³,687,Ferno v.Di Dio,215,VA,Ferno,N,29/11/2006,,5051773,481053,45.61924377994763,8.756970445453431,"(45.61924377994763, 8.756970445453431)"
5736,Ozono,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,07/11/1996,01/01/2018,5066429,520613,45.751111261617815,9.265020964805544,"(45.751111261617815, 9.265020964805544)"
6650,Particolato Totale Sospeso,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,10/02/1995,04/02/1998,5051330,528723,45.614920870442226,9.368396161785157,"(45.614920870442226, 9.368396161785157)"
17038,Arsenico,ng/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,13/01/2012,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)"
6294,Ossidi di Azoto,µg/m³,512,Carate Brianza v.De Gasperi,250,MB,Carate Brianza,S,27/10/1994,30/07/2018,5057635,518272,45.672024734078455,9.234591661788048,"(45.672024734078455, 9.234591661788048)"
5807,Monossido di Carbonio,mg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,24/12/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)"
6362,Ossidi di Azoto,µg/m³,519,Tribiano,94,MI,Tribiano,S,17/09/1993,13/04/2006,5028070,529033,45.40554635277101,9.370994067584798,"(45.40554635277101, 9.370994067584798)"
6350,Ossidi di Azoto,µg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,07/12/1992,01/01/2017,5040503,481768,45.51782219008838,8.766562109244964,"(45.51782219008838, 8.766562109244964)"
10451,Ossidi di Azoto,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,03/08/2009,,5016706,538829,45.302783503095775,9.495273696926324,"(45.302783503095775, 9.495273696926324)"
6817,Ossidi di Azoto,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,01/01/1990,,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)"
12591,Piombo,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,01/04/2008,,5040636,593101,45.513038818653754,10.19194188877931,"(45.513038818653754, 10.19194188877931)"
10177,Ossidi di Azoto,µg/m³,704,Sermide e Felonica v. Dalla Chiesa,11,MN,Sermide e Felonica,S,29/11/2006,01/01/2017,4986023,680789,45.004613731114105,11.294014707706845,"(45.004613731114105, 11.294014707706845)"
10103,PM10 (SM2005),µg/m³,697,Borgofranco sul Po loc. Bonizzo,14,MN,Borgofranco sul Po,N,01/01/2007,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)"
10301,Benzene,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,07/11/2006,,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)"
10048,Biossido di Zolfo,µg/m³,688,Scaldasole v. XI Febbraio,88,PV,Scaldasole,S,01/01/2007,01/01/2017,4996773,493060,45.12439458258305,8.911754872280346,"(45.12439458258305, 8.911754872280346)"
5552,Biossido di Azoto,µg/m³,549,Milano P.zza Abbiategrasso,111,MI,Milano,S,20/05/1995,30/07/2018,5030980,514247,45.432197305733055,9.182138919080943,"(45.432197305733055, 9.182138919080943)"
6940,PM10 (SM2005),µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,30/07/2004,01/01/2017,5020391,535459,45.33613100905199,9.45255388178171,"(45.33613100905199, 9.45255388178171)"
5951,Biossido di Zolfo,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,S,01/11/1992,04/01/2012,5014380,578919,45.27848755478839,10.006202391204335,"(45.27848755478839, 10.006202391204335)"
20032,Ossidi di Azoto,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,24/10/2013,,4994371,492461,45.10276627684137,8.90417452771467,"(45.10276627684137, 8.90417452771467)"
10384,Benzene,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,01/01/2007,,4994371,492461,45.10276627684137,8.90417452771467,"(45.10276627684137, 8.90417452771467)"
6286,Ossidi di Azoto,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,13/02/1990,30/07/2018,5046977,527628,45.57578475922807,9.354105650819204,"(45.57578475922807, 9.354105650819204)"
6210,Ossidi di Azoto,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,14/09/1996,30/07/2018,5062715,553620,45.715912469852206,9.688958745309764,"(45.715912469852206, 9.688958745309764)"
6639,Particolato Totale Sospeso,µg/m³,539,Milano v.Liguria,115,MI,Milano,S,16/05/1995,30/05/2013,5032273,513134,45.443857653564926,9.167944501742676,"(45.443857653564926, 9.167944501742676)"
10155,Biossido di Azoto,µg/m³,702,Pieve di Coriano v. Bugatte,16,MN,Pieve di Coriano,S,29/11/2006,,4988901,666747,45.03394281418463,11.116918109540054,"(45.03394281418463, 11.116918109540054)"
17039,Cadmio,ng/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,13/01/2012,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)"
6799,Biossido di Zolfo,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,S,18/02/1990,30/01/2007,5055826,593900,45.64962671224069,10.205090218837002,"(45.64962671224069, 10.205090218837002)"
9800,Monossido di Carbonio,mg/m³,671,Mantova Tridolino,22,MN,Mantova,S,20/01/2005,01/01/2017,5001664,646147,45.153319585785574,10.859263911962309,"(45.153319585785574, 10.859263911962309)"
6826,Biossido di Azoto,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,16/02/1990,,5035536,615762,45.463753136210265,10.480772043571283,"(45.463753136210265, 10.480772043571283)"
6905,PM10 (SM2005),µg/m³,502,Milano v.Juvara,122,MI,Milano,S,13/02/1998,11/06/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)"
5810,Monossido di Carbonio,mg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,13/01/2000,,5022361,525789,45.35428575070997,9.329243424113708,"(45.35428575070997, 9.329243424113708)"
6693,Particolato Totale Sospeso,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,S,01/06/2002,03/02/2011,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
20492,Particelle sospese PM2.5,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,,,5040227,598141,45.5086667998462,10.256370247433845,"(45.5086667998462, 10.256370247433845)"
6254,Ossidi di Azoto,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,08/01/1992,30/07/2018,5066429,520613,45.751111261617815,9.265020964805544,"(45.751111261617815, 9.265020964805544)"
6404,Monossido di Carbonio,mg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,19/05/1996,21/02/2007,4981793,612537,44.980660403835316,10.427376916159512,"(44.980660403835316, 10.427376916159512)"
6428,Ossidi di Azoto,µg/m³,633,Soresina v. Landriani,70,CR,Soresina,N,01/01/2002,,5014860,567712,45.28397715446764,9.863398419993635,"(45.28397715446764, 9.863398419993635)"
6280,Ossidi di Azoto,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,13/01/2000,,5019734,532492,45.33036100181227,9.414644726627262,"(45.33036100181227, 9.414644726627262)"
17042,Ammoniaca,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,15/02/2011,,4999315,582066,45.14254063221695,10.043836158369393,"(45.14254063221695, 10.043836158369393)"
6388,Ossidi di Azoto,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,25/05/1991,30/07/2018,5050810,488313,45.610736040012604,8.850115752092071,"(45.610736040012604, 8.850115752092071)"
5678,Biossido di Zolfo,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,18/02/1991,29/11/2007,5066055,503313,45.74804440954574,9.042592844183936,"(45.74804440954574, 9.042592844183936)"
5566,Biossido di Azoto,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,08/01/1992,30/07/2018,5066055,503313,45.74804440954574,9.042592844183936,"(45.74804440954574, 9.042592844183936)"
12619,Nikel,ng/m³,542,Meda v. Gagarin,222,MB,Meda,N,18/04/2008,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)"
5664,Biossido di Zolfo,µg/m³,612,Filago v.Fermi,176,BG,Filago,S,17/07/1992,01/01/2017,5052474,543382,45.6244564811923,9.556504350318216,"(45.6244564811923, 9.556504350318216)"
5591,Biossido di Azoto,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,N,21/09/1990,,5063058,581311,45.71629992411727,10.044765999368437,"(45.71629992411727, 10.044765999368437)"
9854,Monossido di Carbonio,mg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,29/07/2005,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)"
5570,Biossido di Azoto,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,28/10/1993,30/07/2018,5129768,530454,46.320803497826546,9.395590913257395,"(46.320803497826546, 9.395590913257395)"
6587,Biossido di Zolfo,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,17/02/1991,,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)"
6798,Biossido di Azoto,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,18/02/1990,,5055826,593900,45.64962671224069,10.205090218837002,"(45.64962671224069, 10.205090218837002)"
6793,Particolato Totale Sospeso,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,19/07/2005,17/11/2013,5040836,595170,45.51455919056731,10.218463502801265,"(45.51455919056731, 10.218463502801265)"
6881,Biossido di Zolfo,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,S,03/10/2003,29/12/2011,4975705,619759,44.92469404955067,10.517502067117825,"(44.92469404955067, 10.517502067117825)"
6608,Particolato Totale Sospeso,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,S,05/06/1991,28/01/2000,5040815,546236,45.51933498138716,9.592009994888425,"(45.51933498138716, 9.592009994888425)"
10477,Monossido di Carbonio,mg/m³,1267,Turano Lodigiano v. Gramsci,65,LO,Turano Lodigiano,S,03/08/2009,31/03/2017,5010942,548751,45.25028308918456,9.62125819274314,"(45.25028308918456, 9.62125819274314)"
6652,Particolato Totale Sospeso,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,S,01/11/1993,16/04/2003,5147136,605598,46.46952397132585,10.375432759159036,"(46.46952397132585, 10.375432759159036)"
5568,Biossido di Azoto,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,15/02/1994,,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)"
5629,Biossido di Zolfo,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,24/11/1994,12/10/1999,5049330,509823,45.597443498230305,9.125948942472387,"(45.597443498230305, 9.125948942472387)"
20428,PM10 (SM2005),µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,19/12/2017,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)"
5514,Biossido di Azoto,µg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118,MI,Abbiategrasso,S,23/01/1998,30/07/2018,5026880,493223,45.395404490146184,8.913416566778292,"(45.395404490146184, 8.913416566778292)"
17127,Benzene,µg/m³,501,Milano v.Marche,129,MI,Milano,N,13/09/2012,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)"
9968,Ossidi di Azoto,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,16/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)"
17297,Ozono,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,24/01/2013,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)"
12662,Arsenico,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,14/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
9891,PM10 (SM2005),µg/m³,552,Varese v.Vidoletti,425,VA,Varese,S,01/05/2006,01/04/2010,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)"
12020,Ozono,µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,04/02/2011,,5000087,573153,45.150468869856816,9.930596472272326,"(45.150468869856816, 9.930596472272326)"
5520,Biossido di Azoto,µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,N,11/01/1990,,5041480,479423,45.52655086994247,8.736496578379215,"(45.52655086994247, 8.736496578379215)"
9985,Particelle sospese PM2.5,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,10/07/2006,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)"
6609,Particolato Totale Sospeso,µg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,10/06/1991,24/03/2002,5048846,547278,45.591548429500484,9.606127731575759,"(45.591548429500484, 9.606127731575759)"
5654,Biossido di Zolfo,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,25/06/1991,26/03/2001,5056010,484229,45.65745982503037,8.797570832831466,"(45.65745982503037, 8.797570832831466)"
12690,Nikel,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,01/04/2008,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
5727,Ozono,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,11/01/1995,01/01/2018,5051330,528723,45.614920870442226,9.368396161785157,"(45.614920870442226, 9.368396161785157)"
10285,Ossidi di Azoto,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,28/06/2007,,5078987,531045,45.86374884127965,9.399950344681852,"(45.86374884127965, 9.399950344681852)"
5543,Biossido di Azoto,µg/m³,540,Garbagnate Milanese v. Villoresi,175,MI,Garbagnate Milanese,S,11/12/1992,30/07/2018,5046467,506105,45.5717162655023,9.07824159056828,"(45.5717162655023, 9.07824159056828)"
9856,Ozono,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,29/07/2005,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)"
10005,Biossido di Azoto,µg/m³,684,Truccazzano via Fornasino,105,MI,Truccazzano,S,17/02/2006,01/01/2018,5036889,536835,45.48455813667995,9.471348388974729,"(45.48455813667995, 9.471348388974729)"
12579,Biossido di Azoto,µg/m³,1303,Cremona v.Gerre Borghi,36,CR,Cremona,S,01/01/2012,01/01/2017,4995675,584111,45.10953938027215,10.069230734956498,"(45.10953938027215, 10.069230734956498)"
5592,Biossido di Azoto,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,07/06/1991,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)"
12641,Benzo(a)pirene,ng/m³,548,Milano v.Senato,118,MI,Milano,N,10/07/2008,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)"
20455,BlackCarbon,µg/m³,501,Milano v.Marche,129,MI,Milano,N,25/11/2020,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)"
5701,Biossido di Zolfo,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,27/10/1993,18/01/2007,5129768,530454,46.320803497826546,9.395590913257395,"(46.320803497826546, 9.395590913257395)"
10355,Monossido di Carbonio,mg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,28/02/2007,01/01/2017,5040503,481768,45.51782219008838,8.766562109244964,"(45.51782219008838, 8.766562109244964)"
20528,Particelle sospese PM2.5,µg/m³,708,Parona v. della Miseria,112,PV,Parona,N,01/06/2021,,5014300,480733,45.281935610357905,8.754334594539825,"(45.281935610357905, 8.754334594539825)"
5506,Biossido di Azoto,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,18/09/1980,30/07/2018,5035847,511082,45.47606340509791,9.141786267186658,"(45.47606340509791, 9.141786267186658)"
6400,Ossidi di Azoto,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,07/08/2003,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
10098,Biossido di Zolfo,µg/m³,697,Borgofranco sul Po loc. Bonizzo,14,MN,Borgofranco sul Po,S,29/11/2006,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)"
6762,Biossido di Zolfo,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,S,01/01/1983,06/06/2000,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)"
6814,Biossido di Zolfo,µg/m³,656,Gambara v.Parma,47,BS,Gambara,S,16/02/1990,04/01/2012,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)"
12600,Benzo(a)pirene,ng/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,24/04/2008,,5038450,543458,45.49822713394494,9.556232262351761,"(45.49822713394494, 9.556232262351761)"
6919,PM10 (SM2005),µg/m³,561,Como v.Cattaneo,202,CO,Como,N,04/01/2000,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)"
6917,PM10 (SM2005),µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,20/01/1999,,5047718,487687,45.582894292717725,8.842165456706075,"(45.582894292717725, 8.842165456706075)"
10282,Ozono,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,16/06/2007,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)"
6831,Ossidi di Azoto,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,01/01/1990,,5035536,615762,45.463753136210265,10.480772043571283,"(45.463753136210265, 10.480772043571283)"
6962,PM10 (SM2005),µg/m³,595,Filago v.Don Milani,190,BG,Filago,N,14/10/2004,,5053519,543342,45.63386450908066,9.556084255790864,"(45.63386450908066, 9.556084255790864)"
5675,Biossido di Zolfo,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,S,01/10/1993,05/08/1997,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)"
5666,Biossido di Zolfo,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,13/09/1996,03/06/2003,5062715,553620,45.715912469852206,9.688958745309764,"(45.715912469852206, 9.688958745309764)"
10258,Ammoniaca,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,22/11/2006,,5014380,578919,45.27848755478839,10.006202391204335,"(45.27848755478839, 10.006202391204335)"
12603,Cadmio,ng/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,N,18/04/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)"
12616,Piombo,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,19/02/2008,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)"
5826,Monossido di Carbonio,mg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,22/04/1995,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)"
6883,Monossido di Carbonio,mg/m³,665,Viadana v. Cavalli,37,MN,Viadana,S,26/10/2003,29/12/2011,4975705,619759,44.92469404955067,10.517502067117825,"(44.92469404955067, 10.517502067117825)"
5693,Biossido di Zolfo,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,30/12/1999,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)"
9963,PM10 (SM2005),µg/m³,508,Cassano d'Adda v.di Vona,133,MI,Cassano d'Adda,S,01/01/2006,12/12/2017,5040847,540004,45.52000867032165,9.512220968943545,"(45.52000867032165, 9.512220968943545)"
6326,Ossidi di Azoto,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,22/04/1995,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)"
10449,Particelle sospese PM2.5,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,01/09/2009,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)"
5792,Monossido di Carbonio,mg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,09/07/1996,30/07/2018,5062715,553620,45.715912469852206,9.688958745309764,"(45.715912469852206, 9.688958745309764)"
12587,Ossidi di Azoto,µg/m³,1303,Cremona v.Gerre Borghi,36,CR,Cremona,S,14/10/2011,01/01/2017,4995675,584111,45.10953938027215,10.069230734956498,"(45.10953938027215, 10.069230734956498)"
5855,Monossido di Carbonio,mg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,25/09/1991,13/07/2011,5046000,502013,45.56753666798259,9.025796665025974,"(45.56753666798259, 9.025796665025974)"
5698,Biossido di Zolfo,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,13/01/2000,,5019734,532492,45.33036100181227,9.414644726627262,"(45.33036100181227, 9.414644726627262)"
9923,Biossido di Zolfo,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,14/04/2006,,4999315,582066,45.14254063221695,10.043836158369393,"(45.14254063221695, 10.043836158369393)"
17084,Arsenico,ng/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,01/04/2008,26/12/2011,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
6346,Ossidi di Azoto,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,N,03/10/1991,,5041100,503483,45.523425662003476,9.044599871111005,"(45.523425662003476, 9.044599871111005)"
10407,Biossido di Azoto,µg/m³,1263,Villa di Serio v. Glera,280,BG,Villa di Serio,S,08/10/2008,30/07/2018,5064969,557447,45.73589144532835,9.738394788043442,"(45.73589144532835, 9.738394788043442)"
10406,Ossidi di Azoto,µg/m³,1263,Villa di Serio v. Glera,280,BG,Villa di Serio,S,08/10/2008,30/07/2018,5064969,557447,45.73589144532835,9.738394788043442,"(45.73589144532835, 9.738394788043442)"
5704,Biossido di Zolfo,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,01/11/1993,,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
