,Data,Biossido di Azoto_Count_sensori,Biossido di Azoto_Indice numerico,Biossido di Azoto_Indice testuale,Biossido di Azoto_Valore_interesse,Biossido di Azoto_Valore_interesse_std,Biossido di Zolfo_Count_sensori,Biossido di Zolfo_Indice numerico,Biossido di Zolfo_Indice testuale,Biossido di Zolfo_Valore_interesse,Biossido di Zolfo_Valore_interesse_std,Ozono_Count_sensori,Ozono_Indice numerico,Ozono_Indice testuale,Ozono_Valore_interesse,Ozono_Valore_interesse_std,PM10 (SM2005)_Count_sensori,PM10 (SM2005)_Indice numerico,PM10 (SM2005)_Indice testuale,PM10 (SM2005)_Valore_interesse,PM10 (SM2005)_Valore_interesse_std,Particelle sospese PM2.5_Count_sensori,Particelle sospese PM2.5_Indice numerico,Particelle sospese PM2.5_Indice testuale,Particelle sospese PM2.5_Valore_interesse,Particelle sospese PM2.5_Valore_interesse_std,IQA_numerico,IQA
0,1996-01-01,30,2,Accettabile,107.4,21.8,30,4,Molto Buona,35.5,26.7,16,4,Molto Buona,18.4,8.8,,,ND,,,,,ND,,,2,Accettabile
1,1996-01-02,32,2,Accettabile,127.1,28.5,30,4,Molto Buona,43.2,24.7,16,4,Molto Buona,14.4,12.0,,,ND,,,,,ND,,,2,Accettabile
2,1996-01-03,32,2,Accettabile,152.3,27.9,30,4,Molto Buona,51.1,39.6,16,4,Molto Buona,18.8,16.0,,,ND,,,,,ND,,,2,Accettabile
3,1996-01-04,33,2,Accettabile,120.7,22.1,30,4,Molto Buona,41.5,20.0,16,4,Molto Buona,13.7,10.4,,,ND,,,,,ND,,,2,Accettabile
4,1996-01-05,32,3,Buona,79.2,12.5,30,4,Molto Buona,39.2,14.9,16,4,Molto Buona,12.5,8.9,,,ND,,,,,ND,,,3,Buona
5,1996-01-06,31,3,Buona,83.9,17.1,29,4,Molto Buona,28.2,18.1,16,4,Molto Buona,12.9,10.7,,,ND,,,,,ND,,,3,Buona
6,1996-01-07,31,3,Buona,78.7,15.8,29,4,Molto Buona,19.0,13.9,16,4,Molto Buona,12.1,8.3,,,ND,,,,,ND,,,3,Buona
7,1996-01-08,33,2,Accettabile,155.2,38.1,30,4,Molto Buona,67.1,39.7,16,4,Molto Buona,19.0,12.8,,,ND,,,,,ND,,,2,Accettabile
8,1996-01-09,33,1,Scarsa,222.0,69.3,30,4,Molto Buona,82.2,56.6,16,4,Molto Buona,18.5,16.7,,,ND,,,,,ND,,,1,Scarsa
9,1996-01-10,33,2,Accettabile,121.5,24.5,30,4,Molto Buona,39.7,22.3,16,4,Molto Buona,11.9,9.7,,,ND,,,,,ND,,,2,Accettabile
10,1996-01-11,33,2,Accettabile,113.9,25.8,29,4,Molto Buona,35.9,24.4,16,4,Molto Buona,16.7,8.7,,,ND,,,,,ND,,,2,Accettabile
11,1996-01-12,33,3,Buona,95.2,18.3,29,4,Molto Buona,29.3,17.0,16,4,Molto Buona,11.5,10.6,,,ND,,,,,ND,,,3,Buona
12,1996-01-13,33,2,Accettabile,108.7,31.9,29,4,Molto Buona,39.6,30.3,15,4,Molto Buona,13.1,11.6,,,ND,,,,,ND,,,2,Accettabile
13,1996-01-14,33,2,Accettabile,127.1,23.4,29,4,Molto Buona,39.1,31.8,15,4,Molto Buona,12.2,8.8,,,ND,,,,,ND,,,2,Accettabile
14,1996-01-15,33,3,Buona,85.5,13.7,29,4,Molto Buona,33.8,13.0,15,4,Molto Buona,32.9,75.4,,,ND,,,,,ND,,,3,Buona
15,1996-01-16,32,2,Accettabile,159.6,35.2,29,4,Molto Buona,78.8,53.7,15,4,Molto Buona,20.0,19.3,,,ND,,,,,ND,,,2,Accettabile
16,1996-01-17,31,2,Accettabile,162.6,53.9,30,4,Molto Buona,50.0,30.0,16,4,Molto Buona,22.0,29.3,,,ND,,,,,ND,,,2,Accettabile
17,1996-01-18,32,2,Accettabile,131.1,30.4,29,4,Molto Buona,52.5,40.9,15,4,Molto Buona,21.3,26.7,,,ND,,,,,ND,,,2,Accettabile
18,1996-01-19,33,1,Scarsa,208.6,57.8,30,4,Molto Buona,77.6,45.2,16,4,Molto Buona,20.1,26.5,,,ND,,,,,ND,,,1,Scarsa
19,1996-01-20,32,2,Accettabile,153.4,23.1,30,4,Molto Buona,70.7,28.0,16,4,Molto Buona,14.9,15.3,,,ND,,,,,ND,,,2,Accettabile
20,1996-01-21,31,2,Accettabile,114.3,18.2,29,4,Molto Buona,60.8,23.9,16,4,Molto Buona,16.6,16.4,,,ND,,,,,ND,,,2,Accettabile
21,1996-01-22,31,3,Buona,94.3,15.2,29,4,Molto Buona,55.7,19.8,16,4,Molto Buona,13.6,13.2,,,ND,,,,,ND,,,3,Buona
22,1996-01-23,32,3,Buona,99.2,17.8,29,4,Molto Buona,36.7,15.6,16,4,Molto Buona,13.3,11.7,,,ND,,,,,ND,,,3,Buona
23,1996-01-24,33,2,Accettabile,104.3,21.9,29,4,Molto Buona,28.7,20.4,16,4,Molto Buona,11.3,10.6,,,ND,,,,,ND,,,2,Accettabile
24,1996-01-25,33,3,Buona,93.8,17.7,29,4,Molto Buona,24.7,11.1,16,4,Molto Buona,10.3,8.3,,,ND,,,,,ND,,,3,Buona
25,1996-01-26,33,3,Buona,85.5,14.5,30,4,Molto Buona,28.6,14.8,16,4,Molto Buona,9.8,7.6,,,ND,,,,,ND,,,3,Buona
26,1996-01-27,33,3,Buona,95.6,16.8,30,4,Molto Buona,40.9,29.9,16,4,Molto Buona,13.4,12.2,,,ND,,,,,ND,,,3,Buona
27,1996-01-28,33,2,Accettabile,110.4,13.8,30,4,Molto Buona,39.7,29.3,16,4,Molto Buona,12.5,10.9,,,ND,,,,,ND,,,2,Accettabile
28,1996-01-29,33,2,Accettabile,112.3,23.5,30,4,Molto Buona,46.0,19.7,16,4,Molto Buona,13.4,12.2,,,ND,,,,,ND,,,2,Accettabile
29,1996-01-30,33,3,Buona,90.7,13.0,30,4,Molto Buona,54.4,27.8,16,4,Molto Buona,26.2,10.7,,,ND,,,,,ND,,,3,Buona
30,1996-01-31,32,2,Accettabile,101.2,15.6,30,4,Molto Buona,45.4,15.8,16,4,Molto Buona,43.9,10.3,,,ND,,,,,ND,,,2,Accettabile
31,1996-02-01,32,2,Accettabile,106.4,18.3,30,4,Molto Buona,56.9,23.1,16,4,Molto Buona,15.4,5.3,,,ND,,,,,ND,,,2,Accettabile
32,1996-02-02,33,2,Accettabile,152.7,39.5,30,4,Molto Buona,51.1,67.7,16,4,Molto Buona,13.4,8.7,,,ND,,,,,ND,,,2,Accettabile
33,1996-02-03,33,2,Accettabile,130.2,36.3,30,4,Molto Buona,50.6,44.6,16,4,Molto Buona,22.7,7.4,,,ND,,,,,ND,,,2,Accettabile
34,1996-02-04,33,2,Accettabile,118.5,17.1,30,4,Molto Buona,34.2,21.2,16,4,Molto Buona,12.9,6.3,,,ND,,,,,ND,,,2,Accettabile
35,1996-02-05,33,2,Accettabile,102.6,15.9,30,4,Molto Buona,37.2,17.7,16,4,Molto Buona,37.2,14.2,,,ND,,,,,ND,,,2,Accettabile
36,1996-02-06,33,3,Buona,94.9,13.6,30,4,Molto Buona,39.0,15.1,16,4,Molto Buona,36.4,10.2,,,ND,,,,,ND,,,3,Buona
37,1996-02-07,33,2,Accettabile,105.5,16.9,29,4,Molto Buona,45.7,16.5,16,4,Molto Buona,28.9,10.6,,,ND,,,,,ND,,,2,Accettabile
38,1996-02-08,33,2,Accettabile,118.4,19.4,29,4,Molto Buona,68.6,28.9,16,4,Molto Buona,37.1,11.3,,,ND,,,,,ND,,,2,Accettabile
39,1996-02-09,33,2,Accettabile,150.2,29.1,29,4,Molto Buona,78.7,39.8,16,4,Molto Buona,51.3,18.4,,,ND,,,,,ND,,,2,Accettabile
40,1996-02-10,32,2,Accettabile,126.3,18.2,28,4,Molto Buona,55.0,23.1,16,4,Molto Buona,21.0,13.1,,,ND,,,,,ND,,,2,Accettabile
41,1996-02-11,33,2,Accettabile,106.2,15.3,29,4,Molto Buona,52.0,21.6,16,4,Molto Buona,34.7,17.8,,,ND,,,,,ND,,,2,Accettabile
42,1996-02-12,33,2,Accettabile,131.3,21.6,30,4,Molto Buona,52.8,18.5,16,4,Molto Buona,38.1,9.6,,,ND,,,,,ND,,,2,Accettabile
43,1996-02-13,33,2,Accettabile,125.2,16.5,30,4,Molto Buona,48.6,21.6,16,4,Molto Buona,32.8,11.3,,,ND,,,,,ND,,,2,Accettabile
44,1996-02-14,33,2,Accettabile,182.2,53.6,30,4,Molto Buona,78.4,38.0,16,4,Molto Buona,24.6,8.2,,,ND,,,,,ND,,,2,Accettabile
45,1996-02-15,33,2,Accettabile,199.2,60.0,30,4,Molto Buona,89.4,45.1,16,4,Molto Buona,36.6,19.2,,,ND,,,,,ND,,,2,Accettabile
46,1996-02-16,33,2,Accettabile,174.6,32.5,30,4,Molto Buona,82.8,41.3,16,4,Molto Buona,35.1,18.0,,,ND,,,,,ND,,,2,Accettabile
47,1996-02-17,33,2,Accettabile,133.3,17.3,30,4,Molto Buona,72.8,30.9,16,4,Molto Buona,64.3,20.0,,,ND,,,,,ND,,,2,Accettabile
48,1996-02-18,33,3,Buona,99.8,15.6,30,4,Molto Buona,33.7,19.9,16,4,Molto Buona,59.8,18.0,,,ND,,,,,ND,,,3,Buona
49,1996-02-19,33,2,Accettabile,117.9,21.4,30,4,Molto Buona,36.9,15.7,16,4,Molto Buona,41.4,14.8,,,ND,,,,,ND,,,2,Accettabile
50,1996-02-20,33,2,Accettabile,104.8,18.1,30,4,Molto Buona,33.0,16.3,16,4,Molto Buona,26.3,7.8,,,ND,,,,,ND,,,2,Accettabile
51,1996-02-21,33,2,Accettabile,104.9,19.7,30,4,Molto Buona,21.7,12.0,16,4,Molto Buona,36.8,11.8,,,ND,,,,,ND,,,2,Accettabile
52,1996-02-22,33,2,Accettabile,114.7,17.3,30,4,Molto Buona,39.9,16.3,16,4,Molto Buona,38.8,8.7,,,ND,,,,,ND,,,2,Accettabile
53,1996-02-23,33,2,Accettabile,114.6,16.3,30,4,Molto Buona,33.3,13.0,17,4,Molto Buona,40.9,9.5,,,ND,,,,,ND,,,2,Accettabile
54,1996-02-24,32,2,Accettabile,134.8,19.6,30,4,Molto Buona,46.8,19.7,15,4,Molto Buona,44.6,11.9,,,ND,,,,,ND,,,2,Accettabile
55,1996-02-25,32,2,Accettabile,124.8,20.8,30,4,Molto Buona,36.3,17.6,15,4,Molto Buona,18.7,8.9,,,ND,,,,,ND,,,2,Accettabile
56,1996-02-26,32,2,Accettabile,133.7,26.0,30,4,Molto Buona,44.4,16.9,15,4,Molto Buona,24.8,12.0,,,ND,,,,,ND,,,2,Accettabile
57,1996-02-27,32,2,Accettabile,153.7,24.8,30,4,Molto Buona,66.9,34.9,15,4,Molto Buona,34.5,11.3,,,ND,,,,,ND,,,2,Accettabile
58,1996-02-28,32,2,Accettabile,179.2,22.6,30,4,Molto Buona,62.0,27.5,15,4,Molto Buona,37.9,18.0,,,ND,,,,,ND,,,2,Accettabile
59,1996-02-29,33,1,Scarsa,204.0,40.6,30,4,Molto Buona,67.4,30.4,16,4,Molto Buona,55.6,15.7,,,ND,,,,,ND,,,1,Scarsa
60,1996-03-01,33,2,Accettabile,186.5,49.1,30,4,Molto Buona,66.3,28.8,16,4,Molto Buona,65.8,16.3,,,ND,,,,,ND,,,2,Accettabile
61,1996-03-02,33,3,Buona,91.8,18.2,30,4,Molto Buona,27.6,13.0,16,4,Molto Buona,72.0,16.8,,,ND,,,,,ND,,,3,Buona
62,1996-03-03,33,2,Accettabile,118.8,15.8,30,4,Molto Buona,34.1,20.5,17,4,Molto Buona,71.7,17.0,,,ND,,,,,ND,,,2,Accettabile
63,1996-03-04,33,2,Accettabile,141.4,18.4,30,4,Molto Buona,55.5,27.5,17,4,Molto Buona,55.0,14.5,,,ND,,,,,ND,,,2,Accettabile
64,1996-03-05,33,2,Accettabile,141.6,15.3,30,4,Molto Buona,45.5,16.2,17,4,Molto Buona,60.8,14.6,,,ND,,,,,ND,,,2,Accettabile
65,1996-03-06,33,2,Accettabile,146.8,16.7,30,4,Molto Buona,51.0,20.4,17,4,Molto Buona,41.6,13.6,,,ND,,,,,ND,,,2,Accettabile
66,1996-03-07,33,2,Accettabile,142.1,22.3,29,4,Molto Buona,43.9,16.5,17,4,Molto Buona,62.2,23.7,,,ND,,,,,ND,,,2,Accettabile
67,1996-03-08,33,2,Accettabile,139.5,18.0,30,4,Molto Buona,28.6,10.3,16,4,Molto Buona,64.6,15.8,,,ND,,,,,ND,,,2,Accettabile
68,1996-03-09,32,2,Accettabile,130.8,16.2,30,4,Molto Buona,35.6,11.2,16,3,Buona,81.3,15.0,,,ND,,,,,ND,,,2,Accettabile
69,1996-03-10,32,2,Accettabile,131.2,14.6,30,4,Molto Buona,26.1,9.0,16,3,Buona,89.2,12.1,,,ND,,,,,ND,,,2,Accettabile
70,1996-03-11,33,2,Accettabile,169.9,26.3,30,4,Molto Buona,59.6,22.8,16,4,Molto Buona,76.9,12.7,,,ND,,,,,ND,,,2,Accettabile
71,1996-03-12,33,2,Accettabile,122.1,21.9,30,4,Molto Buona,43.6,15.1,17,4,Molto Buona,75.7,12.1,,,ND,,,,,ND,,,2,Accettabile
72,1996-03-13,33,2,Accettabile,121.1,21.7,30,4,Molto Buona,40.6,24.5,17,4,Molto Buona,60.9,8.7,,,ND,,,,,ND,,,2,Accettabile
73,1996-03-14,33,2,Accettabile,139.0,19.8,30,4,Molto Buona,54.2,19.9,17,4,Molto Buona,22.8,9.5,,,ND,,,,,ND,,,2,Accettabile
74,1996-03-15,33,2,Accettabile,160.6,30.3,30,4,Molto Buona,59.5,29.5,17,4,Molto Buona,71.3,18.1,,,ND,,,,,ND,,,2,Accettabile
75,1996-03-16,33,2,Accettabile,121.5,12.0,30,4,Molto Buona,35.9,13.0,17,4,Molto Buona,48.3,9.7,,,ND,,,,,ND,,,2,Accettabile
76,1996-03-17,33,3,Buona,99.3,13.7,29,4,Molto Buona,18.3,7.9,17,4,Molto Buona,38.4,9.7,,,ND,,,,,ND,,,3,Buona
77,1996-03-18,33,2,Accettabile,129.1,32.4,29,4,Molto Buona,38.8,25.3,17,4,Molto Buona,41.6,11.1,,,ND,,,,,ND,,,2,Accettabile
78,1996-03-19,33,2,Accettabile,108.5,16.9,30,4,Molto Buona,35.8,13.5,17,4,Molto Buona,33.4,9.3,,,ND,,,,,ND,,,2,Accettabile
79,1996-03-20,32,2,Accettabile,149.5,19.5,29,4,Molto Buona,50.9,20.4,17,4,Molto Buona,70.1,13.7,,,ND,,,,,ND,,,2,Accettabile
80,1996-03-21,32,2,Accettabile,162.4,28.4,29,4,Molto Buona,51.9,24.0,17,4,Molto Buona,53.7,11.8,,,ND,,,,,ND,,,2,Accettabile
81,1996-03-22,33,2,Accettabile,159.6,30.2,30,4,Molto Buona,48.7,23.5,17,3,Buona,90.0,21.6,,,ND,,,,,ND,,,2,Accettabile
82,1996-03-23,33,2,Accettabile,105.3,16.9,30,4,Molto Buona,43.8,16.1,17,4,Molto Buona,53.0,13.6,,,ND,,,,,ND,,,2,Accettabile
83,1996-03-24,33,2,Accettabile,125.9,18.8,30,4,Molto Buona,34.9,14.7,17,3,Buona,83.0,17.9,,,ND,,,,,ND,,,2,Accettabile
84,1996-03-25,33,2,Accettabile,129.9,20.2,30,4,Molto Buona,34.2,14.1,17,4,Molto Buona,31.1,10.9,,,ND,,,,,ND,,,2,Accettabile
85,1996-03-26,33,2,Accettabile,108.6,16.7,30,4,Molto Buona,54.4,22.2,17,4,Molto Buona,23.3,10.6,,,ND,,,,,ND,,,2,Accettabile
86,1996-03-27,33,2,Accettabile,136.1,21.1,30,4,Molto Buona,55.4,18.7,18,4,Molto Buona,47.8,17.8,,,ND,,,,,ND,,,2,Accettabile
87,1996-03-28,33,2,Accettabile,117.2,18.2,30,4,Molto Buona,26.8,12.2,18,4,Molto Buona,59.3,12.4,,,ND,,,,,ND,,,2,Accettabile
88,1996-03-29,33,2,Accettabile,143.3,19.3,30,4,Molto Buona,39.2,17.0,18,3,Buona,85.8,12.8,,,ND,,,,,ND,,,2,Accettabile
89,1996-03-30,32,2,Accettabile,130.6,21.4,28,4,Molto Buona,26.6,10.8,18,3,Buona,101.5,14.5,,,ND,,,,,ND,,,2,Accettabile
90,1996-03-31,31,2,Accettabile,133.0,22.5,27,4,Molto Buona,18.9,10.2,18,3,Buona,112.0,13.1,,,ND,,,,,ND,,,2,Accettabile
91,1996-04-01,31,2,Accettabile,187.0,80.0,28,4,Molto Buona,16.0,8.5,18,4,Molto Buona,62.5,10.7,,,ND,,,,,ND,,,2,Accettabile
92,1996-04-02,33,2,Accettabile,128.5,18.2,30,4,Molto Buona,35.2,19.1,18,4,Molto Buona,71.1,14.4,,,ND,,,,,ND,,,2,Accettabile
93,1996-04-03,33,2,Accettabile,106.0,18.7,30,4,Molto Buona,17.2,8.1,18,4,Molto Buona,69.9,19.2,,,ND,,,,,ND,,,2,Accettabile
94,1996-04-04,33,2,Accettabile,120.6,16.1,30,4,Molto Buona,37.5,16.3,18,4,Molto Buona,56.8,12.3,,,ND,,,,,ND,,,2,Accettabile
95,1996-04-05,33,2,Accettabile,176.8,33.3,29,4,Molto Buona,58.9,27.8,18,4,Molto Buona,39.3,10.8,,,ND,,,,,ND,,,2,Accettabile
96,1996-04-06,33,2,Accettabile,157.5,27.0,29,4,Molto Buona,39.1,19.5,18,3,Buona,100.5,16.9,,,ND,,,,,ND,,,2,Accettabile
97,1996-04-07,33,2,Accettabile,137.8,24.0,29,4,Molto Buona,31.9,19.9,18,2,Accettabile,130.7,16.5,,,ND,,,,,ND,,,2,Accettabile
98,1996-04-08,32,2,Accettabile,124.4,28.8,29,4,Molto Buona,24.3,14.8,18,2,Accettabile,127.9,17.8,,,ND,,,,,ND,,,2,Accettabile
99,1996-04-09,32,2,Accettabile,130.9,22.6,28,4,Molto Buona,30.8,16.3,17,3,Buona,107.1,15.8,,,ND,,,,,ND,,,2,Accettabile
100,1996-04-10,32,2,Accettabile,152.2,25.0,28,4,Molto Buona,42.0,37.1,17,3,Buona,106.5,19.0,,,ND,,,,,ND,,,2,Accettabile
101,1996-04-11,33,2,Accettabile,128.8,25.9,28,4,Molto Buona,30.1,26.6,16,3,Buona,108.4,19.2,,,ND,,,,,ND,,,2,Accettabile
102,1996-04-12,32,2,Accettabile,141.3,23.0,28,4,Molto Buona,30.9,15.9,17,3,Buona,97.0,21.6,,,ND,,,,,ND,,,2,Accettabile
103,1996-04-13,28,2,Accettabile,113.2,18.5,25,4,Molto Buona,27.1,10.9,13,3,Buona,117.0,16.3,,,ND,,,,,ND,,,2,Accettabile
104,1996-04-14,28,2,Accettabile,101.8,20.3,25,4,Molto Buona,13.7,9.0,13,3,Buona,99.9,12.2,,,ND,,,,,ND,,,2,Accettabile
105,1996-04-15,28,2,Accettabile,141.7,23.1,25,4,Molto Buona,39.4,15.2,13,3,Buona,98.6,14.0,,,ND,,,,,ND,,,2,Accettabile
106,1996-04-16,32,2,Accettabile,150.1,25.1,28,4,Molto Buona,33.8,14.3,15,3,Buona,106.0,12.1,,,ND,,,,,ND,,,2,Accettabile
107,1996-04-17,32,2,Accettabile,158.7,26.2,27,4,Molto Buona,38.8,15.5,15,2,Accettabile,123.7,19.0,,,ND,,,,,ND,,,2,Accettabile
108,1996-04-18,32,2,Accettabile,175.6,30.0,27,4,Molto Buona,40.3,17.2,15,2,Accettabile,124.1,24.2,,,ND,,,,,ND,,,2,Accettabile
109,1996-04-19,32,2,Accettabile,192.5,51.5,28,4,Molto Buona,35.3,15.2,16,2,Accettabile,143.4,24.6,,,ND,,,,,ND,,,2,Accettabile
110,1996-04-20,33,2,Accettabile,167.6,27.7,29,4,Molto Buona,23.6,9.6,17,2,Accettabile,173.2,33.0,,,ND,,,,,ND,,,2,Accettabile
111,1996-04-21,33,2,Accettabile,126.5,17.8,29,4,Molto Buona,19.0,7.8,18,2,Accettabile,162.6,21.6,,,ND,,,,,ND,,,2,Accettabile
112,1996-04-22,33,2,Accettabile,141.2,26.5,29,4,Molto Buona,27.9,14.6,18,3,Buona,108.0,23.3,,,ND,,,,,ND,,,2,Accettabile
113,1996-04-23,33,2,Accettabile,124.5,22.2,29,4,Molto Buona,16.2,7.8,18,3,Buona,102.0,22.0,,,ND,,,,,ND,,,2,Accettabile
114,1996-04-24,33,2,Accettabile,122.4,17.9,29,4,Molto Buona,19.0,11.8,18,3,Buona,101.8,20.9,,,ND,,,,,ND,,,2,Accettabile
115,1996-04-25,32,2,Accettabile,110.4,20.1,29,4,Molto Buona,10.2,4.4,18,4,Molto Buona,61.3,16.9,,,ND,,,,,ND,,,2,Accettabile
116,1996-04-26,33,2,Accettabile,107.0,21.2,29,4,Molto Buona,12.8,5.4,18,4,Molto Buona,77.3,18.8,,,ND,,,,,ND,,,2,Accettabile
117,1996-04-27,24,3,Buona,95.0,16.4,23,4,Molto Buona,8.6,3.4,12,4,Molto Buona,71.2,12.6,,,ND,,,,,ND,,,3,Buona
118,1996-04-28,24,3,Buona,86.2,18.1,23,4,Molto Buona,8.0,5.1,12,3,Buona,97.9,14.0,,,ND,,,,,ND,,,3,Buona
119,1996-04-29,32,2,Accettabile,102.4,16.2,29,4,Molto Buona,19.4,20.2,18,4,Molto Buona,50.6,11.7,,,ND,,,,,ND,,,2,Accettabile
120,1996-04-30,33,3,Buona,99.7,23.5,30,4,Molto Buona,13.4,11.6,18,4,Molto Buona,67.2,21.8,,,ND,,,,,ND,,,3,Buona
121,1996-05-01,32,3,Buona,86.6,18.3,28,4,Molto Buona,7.0,3.5,17,3,Buona,88.5,25.3,,,ND,,,,,ND,,,3,Buona
122,1996-05-02,31,3,Buona,95.2,21.4,27,4,Molto Buona,11.7,6.4,17,4,Molto Buona,77.9,18.6,,,ND,,,,,ND,,,3,Buona
123,1996-05-03,30,2,Accettabile,111.0,23.0,25,4,Molto Buona,10.5,5.7,16,3,Buona,88.4,21.4,,,ND,,,,,ND,,,2,Accettabile
124,1996-05-04,29,2,Accettabile,101.0,18.2,24,4,Molto Buona,13.0,6.1,15,3,Buona,115.6,24.1,,,ND,,,,,ND,,,2,Accettabile
125,1996-05-05,29,3,Buona,99.9,18.2,24,4,Molto Buona,10.0,4.7,15,3,Buona,119.7,21.6,,,ND,,,,,ND,,,3,Buona
126,1996-05-06,30,2,Accettabile,142.1,22.0,26,4,Molto Buona,20.8,10.7,17,2,Accettabile,123.3,24.1,,,ND,,,,,ND,,,2,Accettabile
127,1996-05-07,32,2,Accettabile,163.4,25.6,27,4,Molto Buona,30.1,15.9,17,3,Buona,119.3,23.0,,,ND,,,,,ND,,,2,Accettabile
128,1996-05-08,32,2,Accettabile,148.7,28.4,28,4,Molto Buona,29.7,12.8,17,3,Buona,114.5,20.7,,,ND,,,,,ND,,,2,Accettabile
129,1996-05-09,31,2,Accettabile,101.7,21.1,28,4,Molto Buona,20.6,13.9,17,3,Buona,97.1,32.0,,,ND,,,,,ND,,,2,Accettabile
130,1996-05-10,31,3,Buona,98.4,17.5,27,4,Molto Buona,9.8,6.2,16,4,Molto Buona,68.4,17.8,,,ND,,,,,ND,,,3,Buona
131,1996-05-11,31,3,Buona,96.4,15.5,26,4,Molto Buona,10.5,5.7,15,3,Buona,109.5,28.1,,,ND,,,,,ND,,,3,Buona
132,1996-05-12,31,3,Buona,78.0,20.1,26,4,Molto Buona,3.9,3.0,15,4,Molto Buona,65.5,17.8,,,ND,,,,,ND,,,3,Buona
133,1996-05-13,31,3,Buona,99.3,19.0,27,4,Molto Buona,18.2,10.7,16,4,Molto Buona,46.8,12.3,,,ND,,,,,ND,,,3,Buona
134,1996-05-14,31,2,Accettabile,103.7,21.2,28,4,Molto Buona,21.0,13.0,16,3,Buona,115.2,31.6,,,ND,,,,,ND,,,2,Accettabile
135,1996-05-15,30,3,Buona,97.9,24.8,29,4,Molto Buona,26.2,32.4,16,3,Buona,115.8,31.2,,,ND,,,,,ND,,,3,Buona
136,1996-05-16,31,3,Buona,94.7,19.1,27,4,Molto Buona,17.4,18.6,16,2,Accettabile,132.3,34.3,,,ND,,,,,ND,,,2,Accettabile
137,1996-05-17,32,2,Accettabile,119.7,27.5,30,4,Molto Buona,13.0,8.4,17,3,Buona,118.0,18.9,,,ND,,,,,ND,,,2,Accettabile
138,1996-05-18,31,2,Accettabile,109.1,19.3,29,4,Molto Buona,13.1,5.6,17,2,Accettabile,121.8,23.6,,,ND,,,,,ND,,,2,Accettabile
139,1996-05-19,31,3,Buona,77.2,24.1,29,4,Molto Buona,8.0,3.6,18,4,Molto Buona,79.8,15.5,,,ND,,,,,ND,,,3,Buona
140,1996-05-20,32,3,Buona,88.6,14.6,29,4,Molto Buona,9.4,3.7,18,3,Buona,86.0,20.0,,,ND,,,,,ND,,,3,Buona
141,1996-05-21,31,2,Accettabile,107.8,25.8,28,4,Molto Buona,14.9,7.1,17,3,Buona,88.2,8.7,,,ND,,,,,ND,,,2,Accettabile
142,1996-05-22,31,2,Accettabile,129.6,25.1,30,4,Molto Buona,14.9,6.4,17,3,Buona,114.7,16.0,,,ND,,,,,ND,,,2,Accettabile
143,1996-05-23,31,2,Accettabile,135.9,23.5,29,4,Molto Buona,24.6,18.1,18,2,Accettabile,136.4,29.8,,,ND,,,,,ND,,,2,Accettabile
144,1996-05-24,30,2,Accettabile,152.8,27.7,28,4,Molto Buona,22.9,9.5,17,2,Accettabile,177.7,26.7,,,ND,,,,,ND,,,2,Accettabile
145,1996-05-25,30,2,Accettabile,102.5,18.9,28,4,Molto Buona,16.9,6.3,16,2,Accettabile,132.8,18.4,,,ND,,,,,ND,,,2,Accettabile
146,1996-05-26,29,3,Buona,80.8,23.5,29,4,Molto Buona,15.0,9.4,16,3,Buona,119.5,21.3,,,ND,,,,,ND,,,3,Buona
147,1996-05-27,29,3,Buona,97.4,21.8,29,4,Molto Buona,19.3,11.8,15,3,Buona,114.3,22.8,,,ND,,,,,ND,,,3,Buona
148,1996-05-28,30,3,Buona,89.1,19.6,29,4,Molto Buona,12.7,9.1,17,3,Buona,107.4,18.4,,,ND,,,,,ND,,,3,Buona
149,1996-05-29,30,2,Accettabile,119.4,24.0,29,4,Molto Buona,16.8,7.9,16,2,Accettabile,131.6,19.1,,,ND,,,,,ND,,,2,Accettabile
150,1996-05-30,31,2,Accettabile,173.5,34.8,29,4,Molto Buona,18.5,7.8,17,1,Scarsa,181.7,25.8,,,ND,,,,,ND,,,1,Scarsa
151,1996-05-31,33,2,Accettabile,199.8,39.1,29,4,Molto Buona,37.2,16.1,18,1,Scarsa,234.9,41.8,,,ND,,,,,ND,,,1,Scarsa
152,1996-06-01,31,2,Accettabile,134.9,24.7,29,4,Molto Buona,38.5,25.0,16,1,Scarsa,196.6,32.5,,,ND,,,,,ND,,,1,Scarsa
153,1996-06-02,30,3,Buona,94.8,27.9,29,4,Molto Buona,14.4,6.9,16,2,Accettabile,177.2,36.3,,,ND,,,,,ND,,,2,Accettabile
154,1996-06-03,31,2,Accettabile,127.9,20.1,29,4,Molto Buona,15.3,6.9,17,4,Molto Buona,70.5,20.3,,,ND,,,,,ND,,,2,Accettabile
155,1996-06-04,32,2,Accettabile,165.7,37.1,29,4,Molto Buona,14.9,8.6,17,2,Accettabile,163.7,28.0,,,ND,,,,,ND,,,2,Accettabile
156,1996-06-05,32,2,Accettabile,162.2,29.5,28,4,Molto Buona,19.5,11.5,18,1,Scarsa,200.4,47.9,,,ND,,,,,ND,,,1,Scarsa
157,1996-06-06,31,2,Accettabile,161.9,26.9,29,4,Molto Buona,21.6,11.3,18,1,Scarsa,232.8,60.2,,,ND,,,,,ND,,,1,Scarsa
