,Data,Biossido di Azoto_Count_sensori,Biossido di Azoto_Indice numerico,Biossido di Azoto_Indice testuale,Biossido di Azoto_Valore_interesse,Biossido di Azoto_Valore_interesse_std,Biossido di Zolfo_Count_sensori,Biossido di Zolfo_Indice numerico,Biossido di Zolfo_Indice testuale,Biossido di Zolfo_Valore_interesse,Biossido di Zolfo_Valore_interesse_std,Ozono_Count_sensori,Ozono_Indice numerico,Ozono_Indice testuale,Ozono_Valore_interesse,Ozono_Valore_interesse_std,PM10 (SM2005)_Count_sensori,PM10 (SM2005)_Indice numerico,PM10 (SM2005)_Indice testuale,PM10 (SM2005)_Valore_interesse,PM10 (SM2005)_Valore_interesse_std,Particelle sospese PM2.5_Count_sensori,Particelle sospese PM2.5_Indice numerico,Particelle sospese PM2.5_Indice testuale,Particelle sospese PM2.5_Valore_interesse,Particelle sospese PM2.5_Valore_interesse_std,IQA_numerico,IQA
2177,2001-12-17,35,2,Accettabile,124.4,23.7,19,4,Molto Buona,34.4,27.9,16,4,Molto Buona,17.6,6.6,8,1,Scarsa,81.6,13.2,,,ND,,,1,Scarsa
2178,2001-12-18,35,2,Accettabile,179.5,30.4,19,4,Molto Buona,36.6,30.4,15,4,Molto Buona,15.7,4.4,8,0,Molto Scarsa,132.1,28.9,,,ND,,,0,Molto Scarsa
2179,2001-12-19,34,1,Scarsa,203.9,48.7,18,4,Molto Buona,40.5,26.5,15,4,Molto Buona,15.5,8.1,8,0,Molto Scarsa,142.1,22.0,,,ND,,,0,Molto Scarsa
2180,2001-12-20,35,2,Accettabile,139.4,29.0,18,4,Molto Buona,30.8,19.9,15,4,Molto Buona,11.0,4.1,7,0,Molto Scarsa,117.3,24.9,,,ND,,,0,Molto Scarsa
2181,2001-12-21,34,1,Scarsa,208.8,49.1,17,4,Molto Buona,37.3,31.4,15,4,Molto Buona,13.5,4.2,7,0,Molto Scarsa,166.3,34.0,,,ND,,,0,Molto Scarsa
2182,2001-12-22,34,2,Accettabile,135.2,25.1,17,4,Molto Buona,31.2,23.8,15,4,Molto Buona,16.6,7.6,8,0,Molto Scarsa,111.1,30.1,,,ND,,,0,Molto Scarsa
2183,2001-12-23,33,2,Accettabile,107.0,15.2,17,4,Molto Buona,21.0,20.4,15,4,Molto Buona,52.0,11.6,7,1,Scarsa,72.1,16.5,,,ND,,,1,Scarsa
2184,2001-12-24,34,3,Buona,95.5,17.4,17,4,Molto Buona,27.6,19.9,15,4,Molto Buona,35.0,5.8,8,1,Scarsa,50.2,11.7,,,ND,,,1,Scarsa
2185,2001-12-25,34,3,Buona,86.4,16.1,17,4,Molto Buona,30.2,30.5,15,4,Molto Buona,52.1,8.6,8,1,Scarsa,53.8,12.2,,,ND,,,1,Scarsa
2186,2001-12-26,34,3,Buona,81.3,12.2,17,4,Molto Buona,26.0,13.4,15,4,Molto Buona,46.3,12.8,8,1,Scarsa,53.5,4.0,,,ND,,,1,Scarsa
2187,2001-12-27,35,3,Buona,99.4,16.8,18,4,Molto Buona,20.0,13.8,15,4,Molto Buona,70.8,8.7,8,2,Accettabile,40.1,11.5,,,ND,,,2,Accettabile
2188,2001-12-28,35,2,Accettabile,122.7,22.8,18,4,Molto Buona,41.6,33.5,16,4,Molto Buona,27.1,12.0,8,1,Scarsa,73.5,16.9,,,ND,,,1,Scarsa
2189,2001-12-29,35,2,Accettabile,103.5,13.7,18,4,Molto Buona,31.2,18.1,16,4,Molto Buona,13.3,4.8,8,1,Scarsa,84.2,14.0,,,ND,,,1,Scarsa
2190,2001-12-30,35,3,Buona,95.0,12.8,18,4,Molto Buona,26.5,19.3,16,4,Molto Buona,41.0,21.8,8,1,Scarsa,73.8,20.0,,,ND,,,1,Scarsa
2191,2001-12-31,35,3,Buona,87.6,14.5,18,4,Molto Buona,20.0,13.3,16,4,Molto Buona,61.4,10.6,8,2,Accettabile,43.5,7.4,,,ND,,,2,Accettabile
2192,2002-01-01,35,3,Buona,88.6,17.0,18,4,Molto Buona,29.0,22.4,16,4,Molto Buona,54.8,15.1,8,1,Scarsa,53.0,19.0,,,ND,,,1,Scarsa
2193,2002-01-02,35,2,Accettabile,104.6,24.9,18,4,Molto Buona,27.4,20.2,16,4,Molto Buona,50.5,17.2,7,1,Scarsa,57.4,28.8,,,ND,,,1,Scarsa
2194,2002-01-03,35,2,Accettabile,112.2,30.1,17,4,Molto Buona,27.1,15.6,16,4,Molto Buona,27.2,12.9,6,1,Scarsa,86.8,11.8,,,ND,,,1,Scarsa
2195,2002-01-04,34,2,Accettabile,124.0,20.8,17,4,Molto Buona,36.1,20.3,15,4,Molto Buona,15.3,4.6,7,0,Molto Scarsa,110.6,10.7,,,ND,,,0,Molto Scarsa
2196,2002-01-05,34,2,Accettabile,145.3,30.3,17,4,Molto Buona,33.8,25.3,15,4,Molto Buona,16.4,5.2,8,0,Molto Scarsa,129.8,12.7,,,ND,,,0,Molto Scarsa
2197,2002-01-06,34,2,Accettabile,141.0,30.5,17,4,Molto Buona,40.4,39.6,15,4,Molto Buona,19.1,5.6,8,0,Molto Scarsa,128.6,13.7,,,ND,,,0,Molto Scarsa
2198,2002-01-07,35,2,Accettabile,135.5,24.3,18,4,Molto Buona,44.9,21.4,15,4,Molto Buona,19.7,6.7,8,0,Molto Scarsa,124.2,27.6,,,ND,,,0,Molto Scarsa
2199,2002-01-08,35,1,Scarsa,200.5,40.9,18,4,Molto Buona,47.0,30.5,15,4,Molto Buona,18.0,5.2,8,0,Molto Scarsa,144.6,31.2,,,ND,,,0,Molto Scarsa
2200,2002-01-09,35,2,Accettabile,196.3,50.6,18,4,Molto Buona,52.4,36.7,15,4,Molto Buona,19.2,7.6,7,0,Molto Scarsa,158.6,35.1,,,ND,,,0,Molto Scarsa
2201,2002-01-10,35,1,Scarsa,202.8,52.5,18,4,Molto Buona,54.4,37.8,15,4,Molto Buona,20.3,8.4,8,0,Molto Scarsa,162.2,36.4,,,ND,,,0,Molto Scarsa
2202,2002-01-11,35,1,Scarsa,226.3,72.9,18,4,Molto Buona,58.6,37.0,15,4,Molto Buona,19.9,6.7,8,0,Molto Scarsa,166.1,46.5,,,ND,,,0,Molto Scarsa
2203,2002-01-12,35,1,Scarsa,207.5,47.6,18,4,Molto Buona,53.7,37.6,15,4,Molto Buona,19.0,7.5,8,0,Molto Scarsa,158.4,28.0,,,ND,,,0,Molto Scarsa
2204,2002-01-13,35,2,Accettabile,172.1,36.0,18,4,Molto Buona,45.2,33.4,15,4,Molto Buona,22.9,21.9,8,0,Molto Scarsa,117.6,30.9,,,ND,,,0,Molto Scarsa
2205,2002-01-14,35,2,Accettabile,124.9,26.0,18,4,Molto Buona,26.9,11.7,15,4,Molto Buona,21.9,8.9,8,1,Scarsa,76.2,19.3,,,ND,,,1,Scarsa
2206,2002-01-15,35,2,Accettabile,137.4,27.6,18,4,Molto Buona,28.4,17.7,15,4,Molto Buona,14.0,6.6,8,0,Molto Scarsa,114.5,25.5,,,ND,,,0,Molto Scarsa
2207,2002-01-16,35,2,Accettabile,154.0,28.7,18,4,Molto Buona,37.1,24.9,15,4,Molto Buona,12.8,5.9,8,0,Molto Scarsa,177.5,15.1,,,ND,,,0,Molto Scarsa
2208,2002-01-17,35,2,Accettabile,187.2,34.2,18,4,Molto Buona,38.4,26.1,15,4,Molto Buona,16.1,4.5,8,0,Molto Scarsa,232.1,16.8,,,ND,,,0,Molto Scarsa
2209,2002-01-18,34,1,Scarsa,233.6,33.3,18,4,Molto Buona,33.1,26.3,15,4,Molto Buona,14.0,3.4,8,0,Molto Scarsa,276.8,65.4,,,ND,,,0,Molto Scarsa
2210,2002-01-19,34,2,Accettabile,192.5,47.5,18,4,Molto Buona,37.0,31.0,15,4,Molto Buona,13.2,4.8,8,0,Molto Scarsa,181.4,45.0,,,ND,,,0,Molto Scarsa
2211,2002-01-20,34,2,Accettabile,137.4,19.8,18,4,Molto Buona,40.0,30.0,15,4,Molto Buona,20.8,7.1,8,0,Molto Scarsa,104.8,19.0,,,ND,,,0,Molto Scarsa
2212,2002-01-21,34,2,Accettabile,146.3,29.5,18,4,Molto Buona,34.1,25.2,15,4,Molto Buona,22.6,9.2,9,0,Molto Scarsa,120.2,24.0,,,ND,,,0,Molto Scarsa
2213,2002-01-22,34,2,Accettabile,111.5,15.1,18,4,Molto Buona,31.8,21.3,15,4,Molto Buona,8.7,3.9,9,0,Molto Scarsa,131.1,20.4,,,ND,,,0,Molto Scarsa
2214,2002-01-23,35,2,Accettabile,118.4,21.7,18,4,Molto Buona,20.9,15.6,15,4,Molto Buona,7.3,2.9,9,0,Molto Scarsa,109.8,22.1,,,ND,,,0,Molto Scarsa
2215,2002-01-24,35,3,Buona,96.0,13.9,18,4,Molto Buona,14.7,11.1,15,4,Molto Buona,6.1,2.9,9,1,Scarsa,50.8,13.6,,,ND,,,1,Scarsa
2216,2002-01-25,35,2,Accettabile,130.2,24.9,18,4,Molto Buona,35.8,31.5,15,4,Molto Buona,9.9,4.8,9,1,Scarsa,79.8,8.6,,,ND,,,1,Scarsa
2217,2002-01-26,35,2,Accettabile,153.9,33.3,18,4,Molto Buona,42.9,24.2,15,4,Molto Buona,10.0,4.0,9,1,Scarsa,93.7,15.8,,,ND,,,1,Scarsa
2218,2002-01-27,35,3,Buona,97.6,12.5,18,4,Molto Buona,21.7,16.2,15,4,Molto Buona,27.2,11.4,9,1,Scarsa,64.4,8.1,,,ND,,,1,Scarsa
2219,2002-01-28,35,2,Accettabile,115.6,23.5,18,4,Molto Buona,22.1,18.9,15,4,Molto Buona,9.1,4.4,9,0,Molto Scarsa,104.2,24.5,,,ND,,,0,Molto Scarsa
2220,2002-01-29,35,2,Accettabile,122.0,18.4,18,4,Molto Buona,19.6,17.4,15,4,Molto Buona,6.8,2.7,9,1,Scarsa,94.1,21.4,,,ND,,,1,Scarsa
2221,2002-01-30,35,2,Accettabile,142.1,28.6,18,4,Molto Buona,19.3,15.1,15,4,Molto Buona,7.0,4.1,9,1,Scarsa,94.7,19.3,,,ND,,,1,Scarsa
2222,2002-01-31,35,3,Buona,91.0,13.4,18,4,Molto Buona,13.0,10.9,15,4,Molto Buona,5.9,2.5,9,1,Scarsa,78.8,30.1,,,ND,,,1,Scarsa
2223,2002-02-01,35,2,Accettabile,110.7,15.8,17,4,Molto Buona,16.5,22.2,15,4,Molto Buona,6.6,3.4,9,0,Molto Scarsa,104.8,25.7,,,ND,,,0,Molto Scarsa
2224,2002-02-02,35,3,Buona,96.5,14.8,17,4,Molto Buona,17.4,18.2,15,4,Molto Buona,10.0,3.9,9,1,Scarsa,81.2,15.0,,,ND,,,1,Scarsa
2225,2002-02-03,35,2,Accettabile,105.3,21.7,17,4,Molto Buona,24.0,25.4,15,4,Molto Buona,14.6,6.7,9,1,Scarsa,82.1,19.0,,,ND,,,1,Scarsa
2226,2002-02-04,35,2,Accettabile,119.4,21.8,17,4,Molto Buona,20.4,24.8,15,4,Molto Buona,7.1,2.6,9,0,Molto Scarsa,111.6,28.8,,,ND,,,0,Molto Scarsa
2227,2002-02-05,35,2,Accettabile,159.0,31.4,16,4,Molto Buona,26.2,21.9,15,4,Molto Buona,13.5,16.9,9,0,Molto Scarsa,120.0,19.3,,,ND,,,0,Molto Scarsa
2228,2002-02-06,35,3,Buona,88.7,12.3,16,4,Molto Buona,9.5,7.5,15,4,Molto Buona,20.7,17.5,9,3,Buona,25.6,14.0,,,ND,,,3,Buona
2229,2002-02-07,35,2,Accettabile,101.8,20.0,17,4,Molto Buona,22.9,20.0,15,4,Molto Buona,34.5,9.1,9,2,Accettabile,39.2,11.7,,,ND,,,2,Accettabile
2230,2002-02-08,35,2,Accettabile,125.8,29.3,17,4,Molto Buona,33.7,30.1,15,4,Molto Buona,19.1,6.0,9,1,Scarsa,79.0,13.2,,,ND,,,1,Scarsa
2231,2002-02-09,35,2,Accettabile,116.0,26.9,17,4,Molto Buona,30.3,20.2,15,4,Molto Buona,38.3,8.5,9,1,Scarsa,76.9,9.1,,,ND,,,1,Scarsa
2232,2002-02-10,35,3,Buona,88.3,15.2,17,4,Molto Buona,17.9,13.5,15,4,Molto Buona,69.2,12.5,9,2,Accettabile,35.4,7.1,,,ND,,,2,Accettabile
2233,2002-02-11,35,2,Accettabile,136.4,24.6,17,4,Molto Buona,27.8,18.9,15,4,Molto Buona,32.1,12.1,9,1,Scarsa,84.8,14.6,,,ND,,,1,Scarsa
2234,2002-02-12,35,2,Accettabile,131.3,29.7,17,4,Molto Buona,26.9,16.7,15,4,Molto Buona,50.3,8.6,9,1,Scarsa,90.4,11.7,,,ND,,,1,Scarsa
2235,2002-02-13,35,2,Accettabile,101.2,18.0,17,4,Molto Buona,12.9,8.4,15,4,Molto Buona,11.4,5.9,9,0,Molto Scarsa,106.8,14.0,,,ND,,,0,Molto Scarsa
2236,2002-02-14,35,3,Buona,69.0,9.7,17,4,Molto Buona,9.3,7.0,15,4,Molto Buona,14.5,8.4,9,1,Scarsa,50.8,18.5,,,ND,,,1,Scarsa
2237,2002-02-15,34,3,Buona,71.2,12.6,17,4,Molto Buona,8.3,7.1,16,4,Molto Buona,28.2,14.1,9,4,Molto Buona,18.6,15.0,,,ND,,,3,Buona
2238,2002-02-16,35,3,Buona,76.9,10.0,17,4,Molto Buona,9.1,7.9,16,4,Molto Buona,8.9,3.5,9,3,Buona,27.2,12.1,,,ND,,,3,Buona
2239,2002-02-17,35,3,Buona,74.6,13.8,17,4,Molto Buona,17.0,18.6,16,4,Molto Buona,12.1,6.2,8,2,Accettabile,40.1,8.7,,,ND,,,2,Accettabile
2240,2002-02-18,35,3,Buona,92.8,18.3,18,4,Molto Buona,18.4,13.1,16,4,Molto Buona,30.2,14.6,8,1,Scarsa,65.4,12.1,,,ND,,,1,Scarsa
2241,2002-02-19,35,2,Accettabile,123.5,28.4,18,4,Molto Buona,27.5,24.1,16,4,Molto Buona,59.0,14.7,9,1,Scarsa,66.0,16.5,,,ND,,,1,Scarsa
2242,2002-02-20,35,2,Accettabile,115.7,30.7,18,4,Molto Buona,28.0,21.6,16,4,Molto Buona,42.6,10.0,9,1,Scarsa,67.3,14.4,,,ND,,,1,Scarsa
2243,2002-02-21,35,2,Accettabile,102.3,25.1,18,4,Molto Buona,18.2,10.4,16,4,Molto Buona,59.6,13.3,9,1,Scarsa,66.6,19.7,,,ND,,,1,Scarsa
2244,2002-02-22,35,2,Accettabile,111.5,27.6,18,4,Molto Buona,24.9,15.8,16,4,Molto Buona,45.3,11.3,9,2,Accettabile,50.0,13.8,,,ND,,,2,Accettabile
2245,2002-02-23,35,2,Accettabile,114.0,25.2,17,4,Molto Buona,28.4,18.1,16,4,Molto Buona,54.1,9.5,9,1,Scarsa,70.3,10.9,,,ND,,,1,Scarsa
2246,2002-02-24,34,3,Buona,88.0,16.6,17,4,Molto Buona,12.2,15.0,16,3,Buona,85.2,9.0,8,3,Buona,31.2,5.4,,,ND,,,3,Buona
2247,2002-02-25,35,2,Accettabile,115.9,19.3,17,4,Molto Buona,27.7,24.4,16,4,Molto Buona,53.3,12.7,8,1,Scarsa,52.4,12.0,,,ND,,,1,Scarsa
2248,2002-02-26,35,2,Accettabile,126.2,18.3,18,4,Molto Buona,32.4,20.7,16,4,Molto Buona,12.6,3.6,9,1,Scarsa,99.4,17.1,,,ND,,,1,Scarsa
2249,2002-02-27,35,2,Accettabile,116.4,15.9,18,4,Molto Buona,22.4,17.3,16,4,Molto Buona,8.9,3.6,9,0,Molto Scarsa,100.9,16.7,,,ND,,,0,Molto Scarsa
2250,2002-02-28,35,2,Accettabile,149.4,21.5,17,4,Molto Buona,17.9,11.2,16,4,Molto Buona,16.7,18.5,8,0,Molto Scarsa,104.5,20.7,,,ND,,,0,Molto Scarsa
2251,2002-03-01,35,2,Accettabile,116.1,30.5,18,4,Molto Buona,16.0,12.0,16,4,Molto Buona,16.6,10.8,9,1,Scarsa,72.2,17.1,,,ND,,,1,Scarsa
2252,2002-03-02,35,3,Buona,69.7,11.3,18,4,Molto Buona,6.3,5.9,16,4,Molto Buona,27.2,12.2,9,3,Buona,22.7,9.8,,,ND,,,3,Buona
2253,2002-03-03,35,3,Buona,78.0,17.3,18,4,Molto Buona,10.4,11.3,16,4,Molto Buona,40.1,15.0,9,3,Buona,26.7,5.9,,,ND,,,3,Buona
2254,2002-03-04,35,2,Accettabile,104.9,20.1,18,4,Molto Buona,19.3,18.7,16,4,Molto Buona,45.1,13.7,9,2,Accettabile,46.4,9.0,,,ND,,,2,Accettabile
2255,2002-03-05,35,2,Accettabile,112.1,13.8,18,4,Molto Buona,20.1,12.3,16,4,Molto Buona,34.7,16.0,9,1,Scarsa,71.9,13.5,,,ND,,,1,Scarsa
2256,2002-03-06,35,3,Buona,96.4,20.9,18,4,Molto Buona,10.7,7.2,16,4,Molto Buona,25.2,8.6,9,2,Accettabile,41.6,5.6,,,ND,,,2,Accettabile
2257,2002-03-07,35,2,Accettabile,103.6,28.1,17,4,Molto Buona,14.9,12.1,16,4,Molto Buona,54.1,14.7,9,2,Accettabile,45.0,7.1,,,ND,,,2,Accettabile
2258,2002-03-08,35,2,Accettabile,120.6,23.0,18,4,Molto Buona,13.0,10.6,16,4,Molto Buona,51.5,12.9,9,1,Scarsa,80.6,9.7,,,ND,,,1,Scarsa
2259,2002-03-09,35,2,Accettabile,114.5,14.2,18,4,Molto Buona,15.9,10.7,16,4,Molto Buona,73.5,15.3,9,1,Scarsa,75.8,9.8,,,ND,,,1,Scarsa
2260,2002-03-10,35,2,Accettabile,110.9,15.8,18,4,Molto Buona,17.2,13.3,16,3,Buona,92.2,10.3,9,1,Scarsa,68.6,10.0,,,ND,,,1,Scarsa
2261,2002-03-11,35,2,Accettabile,122.0,16.7,18,4,Molto Buona,26.8,27.7,16,4,Molto Buona,70.5,10.6,9,1,Scarsa,62.4,8.5,,,ND,,,1,Scarsa
2262,2002-03-12,35,2,Accettabile,151.1,29.3,18,4,Molto Buona,27.3,21.2,16,4,Molto Buona,64.4,16.3,9,1,Scarsa,96.7,17.0,,,ND,,,1,Scarsa
2263,2002-03-13,35,2,Accettabile,151.0,21.4,18,4,Molto Buona,31.3,24.2,16,3,Buona,81.0,17.0,9,0,Molto Scarsa,110.6,14.8,,,ND,,,0,Molto Scarsa
2264,2002-03-14,35,2,Accettabile,128.2,14.1,18,4,Molto Buona,22.7,9.1,16,4,Molto Buona,54.4,12.8,9,1,Scarsa,86.3,10.4,,,ND,,,1,Scarsa
2265,2002-03-15,35,2,Accettabile,118.6,12.7,18,4,Molto Buona,18.3,10.6,16,4,Molto Buona,55.0,13.5,9,1,Scarsa,79.2,12.2,,,ND,,,1,Scarsa
2266,2002-03-16,34,2,Accettabile,123.1,22.1,17,4,Molto Buona,19.2,15.7,16,4,Molto Buona,79.7,19.7,9,1,Scarsa,72.0,9.7,,,ND,,,1,Scarsa
2267,2002-03-17,35,2,Accettabile,109.2,15.1,18,4,Molto Buona,20.0,9.9,16,3,Buona,92.0,22.4,9,1,Scarsa,83.8,8.8,,,ND,,,1,Scarsa
2268,2002-03-18,35,2,Accettabile,118.9,17.4,18,4,Molto Buona,20.2,14.2,16,3,Buona,84.7,21.4,9,1,Scarsa,69.2,8.8,,,ND,,,1,Scarsa
2269,2002-03-19,35,2,Accettabile,105.2,16.6,18,4,Molto Buona,14.6,8.2,16,3,Buona,80.3,19.7,9,2,Accettabile,45.3,6.2,,,ND,,,2,Accettabile
2270,2002-03-20,35,2,Accettabile,111.3,15.7,18,4,Molto Buona,23.7,13.1,16,4,Molto Buona,69.8,10.3,9,2,Accettabile,48.7,10.1,,,ND,,,2,Accettabile
2271,2002-03-21,35,2,Accettabile,118.5,19.3,18,4,Molto Buona,22.6,10.4,16,4,Molto Buona,73.9,9.8,9,1,Scarsa,60.0,15.2,,,ND,,,1,Scarsa
2272,2002-03-22,35,3,Buona,70.2,17.8,18,4,Molto Buona,6.8,3.7,16,3,Buona,83.9,11.2,9,3,Buona,23.8,10.5,,,ND,,,3,Buona
2273,2002-03-23,34,3,Buona,45.5,15.1,17,4,Molto Buona,4.1,3.2,16,3,Buona,93.3,13.8,8,3,Buona,21.4,6.0,,,ND,,,3,Buona
2274,2002-03-24,33,3,Buona,48.8,18.8,17,4,Molto Buona,7.2,9.1,16,3,Buona,93.2,13.9,9,4,Molto Buona,12.9,4.9,,,ND,,,3,Buona
2275,2002-03-25,35,2,Accettabile,111.3,19.2,18,4,Molto Buona,23.0,16.5,16,4,Molto Buona,71.2,12.6,9,3,Buona,35.0,5.4,,,ND,,,2,Accettabile
2276,2002-03-26,35,2,Accettabile,117.9,18.0,18,4,Molto Buona,21.5,12.4,16,4,Molto Buona,71.1,11.2,9,1,Scarsa,54.4,10.2,,,ND,,,1,Scarsa
2277,2002-03-27,34,2,Accettabile,102.5,16.7,18,4,Molto Buona,12.2,6.5,17,4,Molto Buona,70.6,9.8,9,1,Scarsa,52.7,8.1,,,ND,,,1,Scarsa
2278,2002-03-28,35,2,Accettabile,117.2,18.8,18,4,Molto Buona,23.2,16.4,17,4,Molto Buona,76.8,17.1,8,1,Scarsa,54.4,6.4,,,ND,,,1,Scarsa
2279,2002-03-29,35,2,Accettabile,126.1,18.4,18,4,Molto Buona,22.6,15.6,17,3,Buona,82.4,22.5,8,1,Scarsa,62.6,10.6,,,ND,,,1,Scarsa
2280,2002-03-30,35,2,Accettabile,115.0,18.1,18,4,Molto Buona,25.0,18.9,17,4,Molto Buona,64.0,13.5,7,1,Scarsa,68.6,12.4,,,ND,,,1,Scarsa
2281,2002-03-31,35,2,Accettabile,101.7,17.8,18,4,Molto Buona,21.8,21.1,17,3,Buona,112.0,22.3,8,1,Scarsa,50.9,7.6,,,ND,,,1,Scarsa
2282,2002-04-01,35,2,Accettabile,103.6,18.8,18,4,Molto Buona,20.9,15.2,17,2,Accettabile,120.6,24.3,8,3,Buona,33.8,6.1,,,ND,,,2,Accettabile
2283,2002-04-02,35,2,Accettabile,131.6,17.5,18,4,Molto Buona,22.5,15.8,17,3,Buona,110.1,19.5,8,1,Scarsa,51.4,10.7,,,ND,,,1,Scarsa
2284,2002-04-03,35,2,Accettabile,132.0,25.0,18,4,Molto Buona,21.9,11.6,17,3,Buona,115.1,25.9,7,1,Scarsa,62.1,8.1,,,ND,,,1,Scarsa
2285,2002-04-04,35,2,Accettabile,114.2,18.7,18,4,Molto Buona,16.2,9.6,17,3,Buona,103.5,16.4,8,1,Scarsa,56.6,6.9,,,ND,,,1,Scarsa
2286,2002-04-05,35,2,Accettabile,105.9,23.0,18,4,Molto Buona,12.7,8.0,17,3,Buona,101.7,19.2,9,1,Scarsa,62.3,7.1,,,ND,,,1,Scarsa
2287,2002-04-06,35,3,Buona,91.2,13.8,18,4,Molto Buona,8.1,4.0,17,3,Buona,93.6,12.5,9,1,Scarsa,59.8,7.8,,,ND,,,1,Scarsa
2288,2002-04-07,35,3,Buona,80.1,15.3,18,4,Molto Buona,8.5,5.1,17,4,Molto Buona,68.1,17.9,8,1,Scarsa,62.6,5.3,,,ND,,,1,Scarsa
2289,2002-04-08,35,3,Buona,83.6,20.3,18,4,Molto Buona,13.0,7.9,17,4,Molto Buona,62.1,11.3,8,2,Accettabile,49.8,7.5,,,ND,,,2,Accettabile
2290,2002-04-09,35,3,Buona,72.5,17.4,18,4,Molto Buona,4.9,4.1,16,4,Molto Buona,55.0,12.1,9,3,Buona,23.7,6.6,,,ND,,,3,Buona
2291,2002-04-10,35,3,Buona,96.5,17.7,18,4,Molto Buona,11.4,8.5,15,4,Molto Buona,64.0,11.7,9,2,Accettabile,38.9,6.3,,,ND,,,2,Accettabile
2292,2002-04-11,35,3,Buona,90.2,16.7,18,4,Molto Buona,11.0,5.8,17,4,Molto Buona,56.0,16.4,9,3,Buona,30.2,2.6,,,ND,,,3,Buona
2293,2002-04-12,35,3,Buona,89.5,15.8,18,4,Molto Buona,8.8,8.0,17,4,Molto Buona,27.7,12.9,9,3,Buona,24.6,6.4,,,ND,,,3,Buona
2294,2002-04-13,35,3,Buona,90.5,17.7,18,4,Molto Buona,6.5,5.0,17,3,Buona,80.1,18.1,9,4,Molto Buona,16.3,11.1,,,ND,,,3,Buona
2295,2002-04-14,34,3,Buona,81.0,15.8,18,4,Molto Buona,8.9,11.0,17,3,Buona,100.1,17.4,9,4,Molto Buona,20.0,3.7,,,ND,,,3,Buona
2296,2002-04-15,34,3,Buona,90.1,20.1,18,4,Molto Buona,8.3,5.1,17,4,Molto Buona,69.9,13.8,9,3,Buona,23.4,6.2,,,ND,,,3,Buona
2297,2002-04-16,35,3,Buona,86.6,18.8,18,4,Molto Buona,11.6,7.5,17,4,Molto Buona,76.8,14.4,9,3,Buona,26.2,4.9,,,ND,,,3,Buona
2298,2002-04-17,35,3,Buona,95.9,20.7,18,4,Molto Buona,13.1,9.7,17,3,Buona,90.3,22.3,9,3,Buona,33.9,4.9,,,ND,,,3,Buona
2299,2002-04-18,35,2,Accettabile,107.2,23.1,18,4,Molto Buona,17.6,13.1,17,3,Buona,102.5,15.6,9,2,Accettabile,39.2,6.6,,,ND,,,2,Accettabile
2300,2002-04-19,35,2,Accettabile,105.9,19.9,18,4,Molto Buona,14.6,8.1,17,3,Buona,102.7,18.6,9,3,Buona,33.1,4.3,,,ND,,,2,Accettabile
2301,2002-04-20,35,3,Buona,76.3,16.0,18,4,Molto Buona,9.0,5.7,17,3,Buona,89.1,10.5,9,3,Buona,20.7,5.7,,,ND,,,3,Buona
2302,2002-04-21,35,3,Buona,93.9,17.9,18,4,Molto Buona,8.6,6.2,17,3,Buona,105.5,13.3,8,3,Buona,21.2,6.1,,,ND,,,3,Buona
2303,2002-04-22,35,2,Accettabile,112.1,20.6,18,4,Molto Buona,14.4,9.0,17,3,Buona,97.9,12.9,8,2,Accettabile,38.1,6.7,,,ND,,,2,Accettabile
2304,2002-04-23,35,2,Accettabile,128.9,22.4,18,4,Molto Buona,11.7,5.6,17,3,Buona,115.1,16.0,8,2,Accettabile,43.9,5.8,,,ND,,,2,Accettabile
2305,2002-04-24,35,2,Accettabile,123.9,20.6,18,4,Molto Buona,18.7,10.6,17,3,Buona,110.5,18.7,9,1,Scarsa,52.7,13.6,,,ND,,,1,Scarsa
2306,2002-04-25,33,3,Buona,80.4,22.4,17,4,Molto Buona,7.9,4.1,16,3,Buona,119.1,10.6,8,3,Buona,27.9,4.4,,,ND,,,3,Buona
2307,2002-04-26,35,3,Buona,90.5,22.2,18,4,Molto Buona,10.5,3.9,17,2,Accettabile,139.7,15.6,8,2,Accettabile,38.1,5.6,,,ND,,,2,Accettabile
2308,2002-04-27,35,3,Buona,56.3,18.1,18,4,Molto Buona,8.4,5.1,17,3,Buona,117.0,15.3,9,3,Buona,27.7,3.6,,,ND,,,3,Buona
2309,2002-04-28,35,3,Buona,63.8,12.8,18,4,Molto Buona,8.1,3.6,17,3,Buona,93.8,13.3,9,3,Buona,21.2,3.2,,,ND,,,3,Buona
2310,2002-04-29,35,3,Buona,89.8,17.2,18,4,Molto Buona,8.1,3.4,17,4,Molto Buona,73.3,13.3,9,2,Accettabile,40.3,5.7,,,ND,,,2,Accettabile
2311,2002-04-30,35,2,Accettabile,108.8,24.3,18,4,Molto Buona,12.2,7.5,17,3,Buona,106.0,20.3,9,1,Scarsa,51.4,6.1,,,ND,,,1,Scarsa
2312,2002-05-01,34,3,Buona,88.6,21.4,18,4,Molto Buona,11.0,5.6,17,2,Accettabile,120.8,16.7,9,2,Accettabile,39.6,3.7,,,ND,,,2,Accettabile
2313,2002-05-02,34,3,Buona,66.8,18.5,18,4,Molto Buona,7.2,3.7,17,3,Buona,83.7,14.2,9,3,Buona,32.6,5.5,,,ND,,,3,Buona
