,Data,NomeTipoSensore,Valore_interesse,Count_sensori,Indice testuale,Indice numerico
16436,2004-12-31,Biossido di Zolfo,20.942857142857143,7.0,Molto Buona,5
16437,2004-12-31,Ozono,21.011111111111113,18.0,Molto Buona,5
16438,2004-12-31,PM10 (SM2005),63.916666666666664,12.0,Scarsa,2
16439,2004-12-31,Particelle sospese PM2.5,,,ND,0
16440,2005-01-01,Biossido di Azoto,104.26285714285714,35.0,Accettabile,3
16441,2005-01-01,Biossido di Zolfo,25.314285714285717,7.0,Molto Buona,5
16442,2005-01-01,Ozono,23.62777777777778,18.0,Molto Buona,5
16443,2005-01-01,PM10 (SM2005),127.72727272727273,11.0,Molto Scarsa,1
16444,2005-01-01,Particelle sospese PM2.5,,,ND,0
16445,2005-01-02,Biossido di Azoto,94.79999999999997,35.0,Buona,4
16446,2005-01-02,Biossido di Zolfo,21.514285714285712,7.0,Molto Buona,5
16447,2005-01-02,Ozono,38.92777777777778,18.0,Molto Buona,5
16448,2005-01-02,PM10 (SM2005),59.583333333333336,12.0,Scarsa,2
16449,2005-01-02,Particelle sospese PM2.5,,,ND,0
16450,2005-01-03,Biossido di Azoto,98.23428571428572,35.0,Buona,4
16451,2005-01-03,Biossido di Zolfo,25.414285714285715,7.0,Molto Buona,5
16452,2005-01-03,Ozono,59.49444444444445,18.0,Molto Buona,5
16453,2005-01-03,PM10 (SM2005),38.63636363636363,11.0,Accettabile,3
16454,2005-01-03,Particelle sospese PM2.5,,,ND,0
16455,2005-01-04,Biossido di Azoto,104.1029411764706,34.0,Accettabile,3
16456,2005-01-04,Biossido di Zolfo,21.6,7.0,Molto Buona,5
16457,2005-01-04,Ozono,35.61666666666667,18.0,Molto Buona,5
16458,2005-01-04,PM10 (SM2005),49.45454545454545,11.0,Accettabile,3
16459,2005-01-04,Particelle sospese PM2.5,,,ND,0
16460,2005-01-05,Biossido di Azoto,124.14999999999998,34.0,Accettabile,3
16461,2005-01-05,Biossido di Zolfo,22.314285714285717,7.0,Molto Buona,5
16462,2005-01-05,Ozono,18.91111111111111,18.0,Molto Buona,5
16463,2005-01-05,PM10 (SM2005),86.27272727272727,11.0,Scarsa,2
16464,2005-01-05,Particelle sospese PM2.5,,,ND,0
16465,2005-01-06,Biossido di Azoto,95.28529411764708,34.0,Buona,4
16466,2005-01-06,Biossido di Zolfo,15.028571428571427,7.0,Molto Buona,5
16467,2005-01-06,Ozono,39.56666666666666,18.0,Molto Buona,5
16468,2005-01-06,PM10 (SM2005),68.5,12.0,Scarsa,2
16469,2005-01-06,Particelle sospese PM2.5,,,ND,0
16470,2005-01-07,Biossido di Azoto,110.52647058823531,34.0,Accettabile,3
16471,2005-01-07,Biossido di Zolfo,20.142857142857142,7.0,Molto Buona,5
16472,2005-01-07,Ozono,10.464705882352941,17.0,Molto Buona,5
16473,2005-01-07,PM10 (SM2005),132.54545454545453,11.0,Molto Scarsa,1
16474,2005-01-07,Particelle sospese PM2.5,,,ND,0
16475,2005-01-08,Biossido di Azoto,105.04411764705884,34.0,Accettabile,3
16476,2005-01-08,Biossido di Zolfo,19.657142857142862,7.0,Molto Buona,5
16477,2005-01-08,Ozono,22.14705882352941,17.0,Molto Buona,5
16478,2005-01-08,PM10 (SM2005),102.66666666666667,12.0,Molto Scarsa,1
16479,2005-01-08,Particelle sospese PM2.5,,,ND,0
16480,2005-01-09,Biossido di Azoto,82.89411764705883,34.0,Buona,4
16481,2005-01-09,Biossido di Zolfo,11.042857142857143,7.0,Molto Buona,5
16482,2005-01-09,Ozono,10.205882352941176,17.0,Molto Buona,5
16483,2005-01-09,PM10 (SM2005),97.58333333333333,12.0,Scarsa,2
16484,2005-01-09,Particelle sospese PM2.5,,,ND,0
16485,2005-01-10,Biossido di Azoto,104.50303030303031,33.0,Accettabile,3
16486,2005-01-10,Biossido di Zolfo,15.157142857142858,7.0,Molto Buona,5
16487,2005-01-10,Ozono,10.564705882352944,17.0,Molto Buona,5
16488,2005-01-10,PM10 (SM2005),106.72727272727273,11.0,Molto Scarsa,1
16489,2005-01-10,Particelle sospese PM2.5,,,ND,0
16490,2005-01-11,Biossido di Azoto,117.48857142857143,35.0,Accettabile,3
16491,2005-01-11,Biossido di Zolfo,21.314285714285713,7.0,Molto Buona,5
16492,2005-01-11,Ozono,20.644444444444446,18.0,Molto Buona,5
16493,2005-01-11,PM10 (SM2005),95.0909090909091,11.0,Scarsa,2
16494,2005-01-11,Particelle sospese PM2.5,,,ND,0
16495,2005-01-12,Biossido di Azoto,99.84857142857142,35.0,Buona,4
16496,2005-01-12,Biossido di Zolfo,16.614285714285714,7.0,Molto Buona,5
16497,2005-01-12,Ozono,13.455555555555556,18.0,Molto Buona,5
16498,2005-01-12,PM10 (SM2005),102.75,12.0,Molto Scarsa,1
16499,2005-01-12,Particelle sospese PM2.5,,,ND,0
16500,2005-01-13,Biossido di Azoto,127.26285714285714,35.0,Accettabile,3
16501,2005-01-13,Biossido di Zolfo,23.571428571428573,7.0,Molto Buona,5
16502,2005-01-13,Ozono,10.333333333333334,18.0,Molto Buona,5
16503,2005-01-13,PM10 (SM2005),117.75,12.0,Molto Scarsa,1
16504,2005-01-13,Particelle sospese PM2.5,,,ND,0
16505,2005-01-14,Biossido di Azoto,125.34000000000002,35.0,Accettabile,3
16506,2005-01-14,Biossido di Zolfo,15.114285714285714,7.0,Molto Buona,5
16507,2005-01-14,Ozono,9.705555555555556,18.0,Molto Buona,5
16508,2005-01-14,PM10 (SM2005),122.16666666666667,12.0,Molto Scarsa,1
16509,2005-01-14,Particelle sospese PM2.5,,,ND,0
16510,2005-01-15,Biossido di Azoto,93.2970588235294,34.0,Buona,4
16511,2005-01-15,Biossido di Zolfo,13.957142857142856,7.0,Molto Buona,5
16512,2005-01-15,Ozono,6.216666666666667,18.0,Molto Buona,5
16513,2005-01-15,PM10 (SM2005),90.08333333333333,12.0,Scarsa,2
16514,2005-01-15,Particelle sospese PM2.5,,,ND,0
16515,2005-01-16,Biossido di Azoto,71.95151515151517,33.0,Buona,4
16516,2005-01-16,Biossido di Zolfo,4.728571428571428,7.0,Molto Buona,5
16517,2005-01-16,Ozono,16.476470588235294,17.0,Molto Buona,5
16518,2005-01-16,PM10 (SM2005),70.63636363636364,11.0,Scarsa,2
16519,2005-01-16,Particelle sospese PM2.5,,,ND,0
16520,2005-01-17,Biossido di Azoto,76.70294117647059,34.0,Buona,4
16521,2005-01-17,Biossido di Zolfo,9.142857142857142,7.0,Molto Buona,5
16522,2005-01-17,Ozono,21.100000000000005,19.0,Molto Buona,5
16523,2005-01-17,PM10 (SM2005),90.36363636363636,11.0,Scarsa,2
16524,2005-01-17,Particelle sospese PM2.5,,,ND,0
16525,2005-01-18,Biossido di Azoto,93.94999999999999,34.0,Buona,4
16526,2005-01-18,Biossido di Zolfo,11.314285714285713,7.0,Molto Buona,5
16527,2005-01-18,Ozono,15.126315789473686,19.0,Molto Buona,5
16528,2005-01-18,PM10 (SM2005),95.25,12.0,Scarsa,2
16529,2005-01-18,Particelle sospese PM2.5,,,ND,0
16530,2005-01-19,Biossido di Azoto,141.3823529411765,34.0,Accettabile,3
16531,2005-01-19,Biossido di Zolfo,18.842857142857138,7.0,Molto Buona,5
16532,2005-01-19,Ozono,23.363157894736837,19.0,Molto Buona,5
16533,2005-01-19,PM10 (SM2005),56.27272727272727,11.0,Scarsa,2
16534,2005-01-19,Particelle sospese PM2.5,,,ND,0
16535,2005-01-20,Biossido di Azoto,152.21142857142857,35.0,Accettabile,3
16536,2005-01-20,Biossido di Zolfo,36.60000000000001,7.0,Molto Buona,5
16537,2005-01-20,Ozono,25.647368421052633,19.0,Molto Buona,5
16538,2005-01-20,PM10 (SM2005),79.0,11.0,Scarsa,2
16539,2005-01-20,Particelle sospese PM2.5,,,ND,0
16540,2005-01-21,Biossido di Azoto,89.80857142857143,35.0,Buona,4
16541,2005-01-21,Biossido di Zolfo,36.65714285714286,7.0,Molto Buona,5
16542,2005-01-21,Ozono,55.21052631578947,19.0,Molto Buona,5
16543,2005-01-21,PM10 (SM2005),36.916666666666664,12.0,Accettabile,3
16544,2005-01-21,Particelle sospese PM2.5,,,ND,0
16545,2005-01-22,Biossido di Azoto,87.55428571428571,35.0,Buona,4
16546,2005-01-22,Biossido di Zolfo,18.942857142857147,7.0,Molto Buona,5
16547,2005-01-22,Ozono,59.16315789473685,19.0,Molto Buona,5
16548,2005-01-22,PM10 (SM2005),39.5,12.0,Accettabile,3
16549,2005-01-22,Particelle sospese PM2.5,,,ND,0
16550,2005-01-23,Biossido di Azoto,76.86285714285714,35.0,Buona,4
16551,2005-01-23,Biossido di Zolfo,15.028571428571428,7.0,Molto Buona,5
16552,2005-01-23,Ozono,50.642105263157895,19.0,Molto Buona,5
16553,2005-01-23,PM10 (SM2005),32.166666666666664,12.0,Buona,4
16554,2005-01-23,Particelle sospese PM2.5,,,ND,0
16555,2005-01-24,Biossido di Azoto,104.47714285714282,35.0,Accettabile,3
16556,2005-01-24,Biossido di Zolfo,23.985714285714288,7.0,Molto Buona,5
16557,2005-01-24,Ozono,41.19473684210526,19.0,Molto Buona,5
16558,2005-01-24,PM10 (SM2005),52.333333333333336,12.0,Scarsa,2
16559,2005-01-24,Particelle sospese PM2.5,,,ND,0
16560,2005-01-25,Biossido di Azoto,66.32571428571427,35.0,Buona,4
16561,2005-01-25,Biossido di Zolfo,15.649999999999999,6.0,Molto Buona,5
16562,2005-01-25,Ozono,51.10526315789474,19.0,Molto Buona,5
16563,2005-01-25,PM10 (SM2005),20.333333333333332,12.0,Buona,4
16564,2005-01-25,Particelle sospese PM2.5,,,ND,0
16565,2005-01-26,Biossido di Azoto,85.67142857142859,35.0,Buona,4
16566,2005-01-26,Biossido di Zolfo,20.160000000000004,5.0,Molto Buona,5
16567,2005-01-26,Ozono,52.663157894736834,19.0,Molto Buona,5
16568,2005-01-26,PM10 (SM2005),32.333333333333336,12.0,Buona,4
16569,2005-01-26,Particelle sospese PM2.5,,,ND,0
16570,2005-01-27,Biossido di Azoto,112.93999999999998,35.0,Accettabile,3
16571,2005-01-27,Biossido di Zolfo,23.62857142857143,7.0,Molto Buona,5
16572,2005-01-27,Ozono,41.84210526315789,19.0,Molto Buona,5
16573,2005-01-27,PM10 (SM2005),75.91666666666667,12.0,Scarsa,2
16574,2005-01-27,Particelle sospese PM2.5,,,ND,0
16575,2005-01-28,Biossido di Azoto,96.21714285714286,35.0,Buona,4
16576,2005-01-28,Biossido di Zolfo,20.271428571428572,7.0,Molto Buona,5
16577,2005-01-28,Ozono,26.010526315789473,19.0,Molto Buona,5
16578,2005-01-28,PM10 (SM2005),73.58333333333333,12.0,Scarsa,2
16579,2005-01-28,Particelle sospese PM2.5,,,ND,0
16580,2005-01-29,Biossido di Azoto,85.08285714285715,35.0,Buona,4
16581,2005-01-29,Biossido di Zolfo,17.114285714285717,7.0,Molto Buona,5
16582,2005-01-29,Ozono,31.936842105263157,19.0,Molto Buona,5
16583,2005-01-29,PM10 (SM2005),79.66666666666667,12.0,Scarsa,2
16584,2005-01-29,Particelle sospese PM2.5,,,ND,0
16585,2005-01-30,Biossido di Azoto,107.06285714285713,35.0,Accettabile,3
16586,2005-01-30,Biossido di Zolfo,19.771428571428572,7.0,Molto Buona,5
16587,2005-01-30,Ozono,53.147368421052626,19.0,Molto Buona,5
16588,2005-01-30,PM10 (SM2005),77.5,12.0,Scarsa,2
16589,2005-01-30,Particelle sospese PM2.5,,,ND,0
16590,2005-01-31,Biossido di Azoto,131.6314285714286,35.0,Accettabile,3
16591,2005-01-31,Biossido di Zolfo,32.45714285714286,7.0,Molto Buona,5
16592,2005-01-31,Ozono,34.37894736842105,19.0,Molto Buona,5
16593,2005-01-31,PM10 (SM2005),112.41666666666667,12.0,Molto Scarsa,1
16594,2005-01-31,Particelle sospese PM2.5,,,ND,0
16595,2005-02-01,Biossido di Azoto,101.69117647058823,34.0,Accettabile,3
16596,2005-02-01,Biossido di Zolfo,28.771428571428576,7.0,Molto Buona,5
16597,2005-02-01,Ozono,62.4421052631579,19.0,Molto Buona,5
16598,2005-02-01,PM10 (SM2005),45.90909090909091,11.0,Accettabile,3
16599,2005-02-01,Particelle sospese PM2.5,,,ND,0
16600,2005-02-02,Biossido di Azoto,132.24193548387098,31.0,Accettabile,3
16601,2005-02-02,Biossido di Zolfo,26.142857142857142,7.0,Molto Buona,5
16602,2005-02-02,Ozono,52.74444444444445,18.0,Molto Buona,5
16603,2005-02-02,PM10 (SM2005),55.36363636363637,11.0,Scarsa,2
16604,2005-02-02,Particelle sospese PM2.5,,,ND,0
16605,2005-02-03,Biossido di Azoto,118.30625,32.0,Accettabile,3
16606,2005-02-03,Biossido di Zolfo,29.699999999999996,7.0,Molto Buona,5
16607,2005-02-03,Ozono,41.977777777777774,18.0,Molto Buona,5
16608,2005-02-03,PM10 (SM2005),62.0,12.0,Scarsa,2
16609,2005-02-03,Particelle sospese PM2.5,,,ND,0
16610,2005-02-04,Biossido di Azoto,96.06666666666666,33.0,Buona,4
16611,2005-02-04,Biossido di Zolfo,13.628571428571428,7.0,Molto Buona,5
16612,2005-02-04,Ozono,33.76315789473685,19.0,Molto Buona,5
16613,2005-02-04,PM10 (SM2005),51.0,11.0,Scarsa,2
16614,2005-02-04,Particelle sospese PM2.5,,,ND,0
16615,2005-02-05,Biossido di Azoto,74.29687499999999,32.0,Buona,4
16616,2005-02-05,Biossido di Zolfo,7.3999999999999995,7.0,Molto Buona,5
16617,2005-02-05,Ozono,33.682352941176475,17.0,Molto Buona,5
16618,2005-02-05,PM10 (SM2005),49.0,12.0,Accettabile,3
16619,2005-02-05,Particelle sospese PM2.5,,,ND,0
16620,2005-02-06,Biossido di Azoto,99.35312499999999,32.0,Buona,4
16621,2005-02-06,Biossido di Zolfo,14.385714285714284,7.0,Molto Buona,5
16622,2005-02-06,Ozono,42.752941176470586,17.0,Molto Buona,5
16623,2005-02-06,PM10 (SM2005),81.5,12.0,Scarsa,2
16624,2005-02-06,Particelle sospese PM2.5,,,ND,0
16625,2005-02-07,Biossido di Azoto,108.26969696969698,33.0,Accettabile,3
16626,2005-02-07,Biossido di Zolfo,17.714285714285715,7.0,Molto Buona,5
16627,2005-02-07,Ozono,26.82777777777778,18.0,Molto Buona,5
16628,2005-02-07,PM10 (SM2005),94.91666666666667,12.0,Scarsa,2
16629,2005-02-07,Particelle sospese PM2.5,,,ND,0
16630,2005-02-08,Biossido di Azoto,119.97272727272728,33.0,Accettabile,3
16631,2005-02-08,Biossido di Zolfo,26.22857142857143,7.0,Molto Buona,5
16632,2005-02-08,Ozono,30.95555555555556,18.0,Molto Buona,5
16633,2005-02-08,PM10 (SM2005),99.5,12.0,Scarsa,2
16634,2005-02-08,Particelle sospese PM2.5,,,ND,0
16635,2005-02-09,Biossido di Azoto,161.085294117647,34.0,Accettabile,3
16636,2005-02-09,Biossido di Zolfo,25.514285714285712,7.0,Molto Buona,5
16637,2005-02-09,Ozono,27.40526315789474,19.0,Molto Buona,5
16638,2005-02-09,PM10 (SM2005),152.58333333333334,12.0,Molto Scarsa,1
16639,2005-02-09,Particelle sospese PM2.5,,,ND,0
16640,2005-02-10,Biossido di Azoto,174.50000000000006,34.0,Accettabile,3
16641,2005-02-10,Biossido di Zolfo,44.1,7.0,Molto Buona,5
16642,2005-02-10,Ozono,35.38947368421052,19.0,Molto Buona,5
16643,2005-02-10,PM10 (SM2005),145.83333333333334,12.0,Molto Scarsa,1
16644,2005-02-10,Particelle sospese PM2.5,,,ND,0
16645,2005-02-11,Biossido di Azoto,155.54999999999998,34.0,Accettabile,3
16646,2005-02-11,Biossido di Zolfo,26.8,7.0,Molto Buona,5
16647,2005-02-11,Ozono,48.336842105263166,19.0,Molto Buona,5
16648,2005-02-11,PM10 (SM2005),103.72727272727273,11.0,Molto Scarsa,1
16649,2005-02-11,Particelle sospese PM2.5,,,ND,0
16650,2005-02-12,Biossido di Azoto,122.1941176470588,34.0,Accettabile,3
16651,2005-02-12,Biossido di Zolfo,21.228571428571428,7.0,Molto Buona,5
16652,2005-02-12,Ozono,51.69444444444444,18.0,Molto Buona,5
16653,2005-02-12,PM10 (SM2005),91.36363636363636,11.0,Scarsa,2
16654,2005-02-12,Particelle sospese PM2.5,,,ND,0
16655,2005-02-13,Biossido di Azoto,96.79999999999998,33.0,Buona,4
16656,2005-02-13,Biossido di Zolfo,15.299999999999999,7.0,Molto Buona,5
16657,2005-02-13,Ozono,79.78888888888888,18.0,Molto Buona,5
16658,2005-02-13,PM10 (SM2005),34.81818181818182,11.0,Buona,4
16659,2005-02-13,Particelle sospese PM2.5,,,ND,0
16660,2005-02-14,Biossido di Azoto,68.84000000000002,35.0,Buona,4
16661,2005-02-14,Biossido di Zolfo,8.885714285714286,7.0,Molto Buona,5
16662,2005-02-14,Ozono,73.65789473684211,19.0,Molto Buona,5
16663,2005-02-14,PM10 (SM2005),13.090909090909092,11.0,Molto Buona,5
16664,2005-02-14,Particelle sospese PM2.5,,,ND,0
16665,2005-02-15,Biossido di Azoto,110.36571428571428,35.0,Accettabile,3
16666,2005-02-15,Biossido di Zolfo,24.285714285714285,7.0,Molto Buona,5
16667,2005-02-15,Ozono,64.92105263157895,19.0,Molto Buona,5
16668,2005-02-15,PM10 (SM2005),21.363636363636363,11.0,Buona,4
16669,2005-02-15,Particelle sospese PM2.5,,,ND,0
16670,2005-02-16,Biossido di Azoto,113.49090909090908,33.0,Accettabile,3
16671,2005-02-16,Biossido di Zolfo,20.071428571428573,7.0,Molto Buona,5
16672,2005-02-16,Ozono,56.888888888888886,18.0,Molto Buona,5
16673,2005-02-16,PM10 (SM2005),37.81818181818182,11.0,Accettabile,3
16674,2005-02-16,Particelle sospese PM2.5,,,ND,0
16675,2005-02-17,Biossido di Azoto,128.60909090909095,33.0,Accettabile,3
16676,2005-02-17,Biossido di Zolfo,27.52857142857143,7.0,Molto Buona,5
16677,2005-02-17,Ozono,51.88421052631579,19.0,Molto Buona,5
16678,2005-02-17,PM10 (SM2005),51.416666666666664,12.0,Scarsa,2
16679,2005-02-17,Particelle sospese PM2.5,,,ND,0
16680,2005-02-18,Biossido di Azoto,136.95000000000002,34.0,Accettabile,3
16681,2005-02-18,Biossido di Zolfo,18.885714285714283,7.0,Molto Buona,5
16682,2005-02-18,Ozono,53.199999999999996,19.0,Molto Buona,5
16683,2005-02-18,PM10 (SM2005),69.66666666666667,12.0,Scarsa,2
16684,2005-02-18,Particelle sospese PM2.5,,,ND,0
16685,2005-02-19,Biossido di Azoto,118.25757575757576,33.0,Accettabile,3
16686,2005-02-19,Biossido di Zolfo,17.257142857142856,7.0,Molto Buona,5
16687,2005-02-19,Ozono,34.73157894736842,19.0,Molto Buona,5
16688,2005-02-19,PM10 (SM2005),81.25,12.0,Scarsa,2
16689,2005-02-19,Particelle sospese PM2.5,,,ND,0
16690,2005-02-20,Biossido di Azoto,76.97941176470587,34.0,Buona,4
16691,2005-02-20,Biossido di Zolfo,5.085714285714286,7.0,Molto Buona,5
16692,2005-02-20,Ozono,41.66842105263158,19.0,Molto Buona,5
16693,2005-02-20,PM10 (SM2005),54.666666666666664,12.0,Scarsa,2
16694,2005-02-20,Particelle sospese PM2.5,,,ND,0
16695,2005-02-21,Biossido di Azoto,81.82,35.0,Buona,4
16696,2005-02-21,Biossido di Zolfo,4.814285714285715,7.0,Molto Buona,5
16697,2005-02-21,Ozono,36.99473684210526,19.0,Molto Buona,5
16698,2005-02-21,PM10 (SM2005),28.416666666666668,12.0,Buona,4
16699,2005-02-21,Particelle sospese PM2.5,,,ND,0
16700,2005-02-22,Biossido di Azoto,87.22941176470586,34.0,Buona,4
16701,2005-02-22,Biossido di Zolfo,8.485714285714286,7.0,Molto Buona,5
16702,2005-02-22,Ozono,30.052631578947363,19.0,Molto Buona,5
16703,2005-02-22,PM10 (SM2005),58.583333333333336,12.0,Scarsa,2
16704,2005-02-22,Particelle sospese PM2.5,,,ND,0
16705,2005-02-23,Biossido di Azoto,103.53235294117646,34.0,Accettabile,3
16706,2005-02-23,Biossido di Zolfo,12.428571428571429,7.0,Molto Buona,5
16707,2005-02-23,Ozono,49.715789473684204,19.0,Molto Buona,5
16708,2005-02-23,PM10 (SM2005),65.33333333333333,12.0,Scarsa,2
16709,2005-02-23,Particelle sospese PM2.5,,,ND,0
16710,2005-02-24,Biossido di Azoto,118.69705882352939,34.0,Accettabile,3
16711,2005-02-24,Biossido di Zolfo,18.714285714285715,7.0,Molto Buona,5
16712,2005-02-24,Ozono,39.663157894736834,19.0,Molto Buona,5
16713,2005-02-24,PM10 (SM2005),73.58333333333333,12.0,Scarsa,2
16714,2005-02-24,Particelle sospese PM2.5,,,ND,0
16715,2005-02-25,Biossido di Azoto,119.12058823529412,34.0,Accettabile,3
16716,2005-02-25,Biossido di Zolfo,11.442857142857141,7.0,Molto Buona,5
16717,2005-02-25,Ozono,43.2,19.0,Molto Buona,5
16718,2005-02-25,PM10 (SM2005),78.91666666666667,12.0,Scarsa,2
16719,2005-02-25,Particelle sospese PM2.5,,,ND,0
16720,2005-02-26,Biossido di Azoto,116.50571428571426,35.0,Accettabile,3
16721,2005-02-26,Biossido di Zolfo,12.514285714285714,7.0,Molto Buona,5
16722,2005-02-26,Ozono,64.35263157894737,19.0,Molto Buona,5
16723,2005-02-26,PM10 (SM2005),78.63636363636364,11.0,Scarsa,2
16724,2005-02-26,Particelle sospese PM2.5,,,ND,0
16725,2005-02-27,Biossido di Azoto,96.92285714285713,35.0,Buona,4
16726,2005-02-27,Biossido di Zolfo,12.057142857142859,7.0,Molto Buona,5
16727,2005-02-27,Ozono,78.9421052631579,19.0,Molto Buona,5
16728,2005-02-27,PM10 (SM2005),57.27272727272727,11.0,Scarsa,2
16729,2005-02-27,Particelle sospese PM2.5,,,ND,0
16730,2005-02-28,Biossido di Azoto,78.50285714285715,35.0,Buona,4
16731,2005-02-28,Biossido di Zolfo,6.942857142857142,7.0,Molto Buona,5
16732,2005-02-28,Ozono,74.28421052631579,19.0,Molto Buona,5
16733,2005-02-28,PM10 (SM2005),29.0,11.0,Buona,4
16734,2005-02-28,Particelle sospese PM2.5,,,ND,0
16735,2005-03-01,Biossido di Azoto,91.40857142857143,35.0,Buona,4
16736,2005-03-01,Biossido di Zolfo,9.728571428571428,7.0,Molto Buona,5
16737,2005-03-01,Ozono,55.29473684210527,19.0,Molto Buona,5
16738,2005-03-01,PM10 (SM2005),47.0,12.0,Accettabile,3
16739,2005-03-01,Particelle sospese PM2.5,,,ND,0
16740,2005-03-02,Biossido di Azoto,117.54000000000002,35.0,Accettabile,3
16741,2005-03-02,Biossido di Zolfo,21.885714285714283,7.0,Molto Buona,5
16742,2005-03-02,Ozono,44.252631578947366,19.0,Molto Buona,5
16743,2005-03-02,PM10 (SM2005),78.08333333333333,12.0,Scarsa,2
16744,2005-03-02,Particelle sospese PM2.5,,,ND,0
16745,2005-03-03,Biossido di Azoto,103.05714285714286,35.0,Accettabile,3
16746,2005-03-03,Biossido di Zolfo,14.857142857142858,7.0,Molto Buona,5
16747,2005-03-03,Ozono,20.19473684210526,19.0,Molto Buona,5
16748,2005-03-03,PM10 (SM2005),72.33333333333333,12.0,Scarsa,2
16749,2005-03-03,Particelle sospese PM2.5,,,ND,0
16750,2005-03-04,Biossido di Azoto,154.74857142857144,35.0,Accettabile,3
16751,2005-03-04,Biossido di Zolfo,30.02857142857143,7.0,Molto Buona,5
16752,2005-03-04,Ozono,51.22777777777778,18.0,Molto Buona,5
16753,2005-03-04,PM10 (SM2005),83.25,12.0,Scarsa,2
16754,2005-03-04,Particelle sospese PM2.5,,,ND,0
16755,2005-03-05,Biossido di Azoto,137.87999999999997,35.0,Accettabile,3
16756,2005-03-05,Biossido di Zolfo,18.47142857142857,7.0,Molto Buona,5
16757,2005-03-05,Ozono,70.11666666666667,18.0,Molto Buona,5
16758,2005-03-05,PM10 (SM2005),88.75,12.0,Scarsa,2
16759,2005-03-05,Particelle sospese PM2.5,,,ND,0
16760,2005-03-06,Biossido di Azoto,114.9941176470588,34.0,Accettabile,3
16761,2005-03-06,Biossido di Zolfo,24.171428571428574,7.0,Molto Buona,5
16762,2005-03-06,Ozono,74.38333333333333,18.0,Molto Buona,5
16763,2005-03-06,PM10 (SM2005),70.83333333333333,12.0,Scarsa,2
16764,2005-03-06,Particelle sospese PM2.5,,,ND,0
16765,2005-03-07,Biossido di Azoto,112.27999999999997,35.0,Accettabile,3
16766,2005-03-07,Biossido di Zolfo,14.014285714285716,7.0,Molto Buona,5
16767,2005-03-07,Ozono,84.3,18.0,Buona,4
16768,2005-03-07,PM10 (SM2005),41.63636363636363,11.0,Accettabile,3
16769,2005-03-07,Particelle sospese PM2.5,,,ND,0
16770,2005-03-08,Biossido di Azoto,121.53636363636365,33.0,Accettabile,3
16771,2005-03-08,Biossido di Zolfo,22.58571428571429,7.0,Molto Buona,5
16772,2005-03-08,Ozono,74.83157894736841,19.0,Molto Buona,5
16773,2005-03-08,PM10 (SM2005),49.3,10.0,Accettabile,3
16774,2005-03-08,Particelle sospese PM2.5,,,ND,0
16775,2005-03-09,Biossido di Azoto,118.8529411764706,34.0,Accettabile,3
16776,2005-03-09,Biossido di Zolfo,15.485714285714286,7.0,Molto Buona,5
16777,2005-03-09,Ozono,71.26315789473684,19.0,Molto Buona,5
16778,2005-03-09,PM10 (SM2005),35.27272727272727,11.0,Accettabile,3
16779,2005-03-09,Particelle sospese PM2.5,,,ND,0
16780,2005-03-10,Biossido di Azoto,129.69428571428568,35.0,Accettabile,3
16781,2005-03-10,Biossido di Zolfo,21.557142857142857,7.0,Molto Buona,5
16782,2005-03-10,Ozono,72.15263157894738,19.0,Molto Buona,5
16783,2005-03-10,PM10 (SM2005),45.416666666666664,12.0,Accettabile,3
16784,2005-03-10,Particelle sospese PM2.5,,,ND,0
16785,2005-03-11,Biossido di Azoto,121.62352941176471,34.0,Accettabile,3
16786,2005-03-11,Biossido di Zolfo,25.557142857142853,7.0,Molto Buona,5
16787,2005-03-11,Ozono,63.96842105263157,19.0,Molto Buona,5
16788,2005-03-11,PM10 (SM2005),61.0,12.0,Scarsa,2
16789,2005-03-11,Particelle sospese PM2.5,,,ND,0
16790,2005-03-12,Biossido di Azoto,107.31818181818181,33.0,Accettabile,3
16791,2005-03-12,Biossido di Zolfo,14.242857142857146,7.0,Molto Buona,5
16792,2005-03-12,Ozono,87.88421052631578,19.0,Buona,4
16793,2005-03-12,PM10 (SM2005),57.416666666666664,12.0,Scarsa,2
16794,2005-03-12,Particelle sospese PM2.5,,,ND,0
16795,2005-03-13,Biossido di Azoto,122.00000000000001,33.0,Accettabile,3
16796,2005-03-13,Biossido di Zolfo,13.671428571428573,7.0,Molto Buona,5
16797,2005-03-13,Ozono,95.35789473684208,19.0,Buona,4
16798,2005-03-13,PM10 (SM2005),35.833333333333336,12.0,Accettabile,3
16799,2005-03-13,Particelle sospese PM2.5,,,ND,0
16800,2005-03-14,Biossido di Azoto,124.25454545454545,33.0,Accettabile,3
16801,2005-03-14,Biossido di Zolfo,17.171428571428574,7.0,Molto Buona,5
16802,2005-03-14,Ozono,78.98947368421052,19.0,Molto Buona,5
16803,2005-03-14,PM10 (SM2005),68.91666666666667,12.0,Scarsa,2
16804,2005-03-14,Particelle sospese PM2.5,,,ND,0
16805,2005-03-15,Biossido di Azoto,153.46363636363637,33.0,Accettabile,3
16806,2005-03-15,Biossido di Zolfo,21.75714285714286,7.0,Molto Buona,5
16807,2005-03-15,Ozono,81.15789473684212,19.0,Buona,4
16808,2005-03-15,PM10 (SM2005),91.58333333333333,12.0,Scarsa,2
16809,2005-03-15,Particelle sospese PM2.5,,,ND,0
16810,2005-03-16,Biossido di Azoto,173.53333333333333,33.0,Accettabile,3
